index,return
2021-11-12 00:00:00+00:00,0.016066647
2021-11-15 00:00:00+00:00,-0.002098128
2021-11-16 00:00:00+00:00,-0.001226829
2021-11-17 00:00:00+00:00,0.000193123
2021-11-18 00:00:00+00:00,0.00049839
2021-11-19 00:00:00+00:00,-0.009852296
2021-11-22 00:00:00+00:00,0.010839838
2021-11-23 00:00:00+00:00,0.00456876
2021-11-24 00:00:00+00:00,0.000192716
2021-11-25 00:00:00+00:00,0.000674123
2021-11-26 00:00:00+00:00,-0.004111797
2021-11-29 00:00:00+00:00,-0.007416631
2021-11-30 00:00:00+00:00,-0.001790797
2021-12-01 00:00:00+00:00,-0.003998208
2021-12-02 00:00:00+00:00,0.002447214
2021-12-03 00:00:00+00:00,0.002541779
2021-12-06 00:00:00+00:00,0.009236613
2021-12-07 00:00:00+00:00,-0.001713236
2021-12-08 00:00:00+00:00,0.006025523
2021-12-09 00:00:00+00:00,0.014999345
2021-12-10 00:00:00+00:00,0.016565545
2021-12-13 00:00:00+00:00,-0.004641531
2021-12-14 00:00:00+00:00,0.005674151
2021-12-15 00:00:00+00:00,-0.006708642
2021-12-16 00:00:00+00:00,-0.008673038
2021-12-17 00:00:00+00:00,0.005759804
2021-12-20 00:00:00+00:00,-0.015884102
2021-12-21 00:00:00+00:00,-0.015004178
2021-12-22 00:00:00+00:00,0.006775547
2021-12-23 00:00:00+00:00,0.000197233
2021-12-24 00:00:00+00:00,0.006976258
2021-12-27 00:00:00+00:00,-0.005535552
2021-12-28 00:00:00+00:00,-0.00041068
2021-12-29 00:00:00+00:00,0.0074483
2021-12-30 00:00:00+00:00,-0.014625609
2021-12-31 00:00:00+00:00,0.007787581
