,secID,ticker,secShortName,exchangeCD,tradeDate,preClosePrice,actPreClosePrice,openPrice,highestPrice,lowestPrice,closePrice,turnoverVol,turnoverValue,dealAmount,turnoverRate,accumAdjFactor,negMarketValue,marketValue,chgPct,PE_x,PE1,PB_x,isOpen,vwap,AccountsPayablesTDays,AccountsPayablesTRate,AdminiExpenseRate,ARTDays,ARTRate,ASSI,BLEV,BondsPayableToAsset,CashRateOfSales,CashToCurrentLiability,CMRA,CTOP,CTP5,CurrentAssetsRatio,CurrentAssetsTRate,CurrentRatio,DAVOL10,DAVOL20,DAVOL5,DDNBT,DDNCR,DDNSR,DebtEquityRatio,DebtsAssetRatio,DHILO,DilutedEPS,DVRAT,EBITToTOR,EGRO,EMA10,EMA120,EMA20,EMA5,EMA60,EPS,EquityFixedAssetRatio,EquityToAsset,EquityTRate,ETOP,ETP5,FinancialExpenseRate,FinancingCashGrowRate,FixAssetRatio,FixedAssetsTRate,GrossIncomeRatio,HBETA,HSIGMA,IntangibleAssetRatio,InventoryTDays,InventoryTRate,InvestCashGrowRate,LCAP,LFLO,LongDebtToAsset,LongDebtToWorkingCapital,LongTermDebtToAsset,MA10,MA120,MA20,MA5,MA60,MAWVAD,MFI,MLEV,NetAssetGrowRate,NetProfitGrowRate,NetProfitRatio,NOCFToOperatingNI,NonCurrentAssetsRatio,NPParentCompanyGrowRate,NPToTOR,OperatingExpenseRate,OperatingProfitGrowRate,OperatingProfitRatio,OperatingProfitToTOR,OperatingRevenueGrowRate,OperCashGrowRate,OperCashInToCurrentLiability,PB_y,PCF,PE_y,PS,PSY,QuickRatio,REVS10,REVS20,REVS5,ROA,ROA5,ROE,ROE5,RSI,RSTR12,RSTR24,SalesCostRatio,SaleServiceCashToOR,SUE,TaxRatio,TOBT,TotalAssetGrowRate,TotalAssetsTRate,TotalProfitCostRatio,TotalProfitGrowRate,VOL10,VOL120,VOL20,VOL240,VOL5,VOL60,WVAD,REC,DAREC,GREC,FY12P,DAREV,GREV,SFY12P,DASREV,GSREV,FEARNG,FSALESG,TA2EV,CFO2EV,ACCA,DEGM,SUOI,EARNMOM,FiftyTwoWeekHigh,Volatility,Skewness,ILLIQUIDITY,BackwardADJ,MACD,ADTM,ATR14,ATR6,BIAS10,BIAS20,BIAS5,BIAS60,BollDown,BollUp,CCI10,CCI20,CCI5,CCI88,KDJ_K,KDJ_D,KDJ_J,ROC6,ROC20,SBM,STM,UpRVI,DownRVI,RVI,SRMI,ChandeSD,ChandeSU,CMO,DBCD,ARC,OBV,OBV6,OBV20,TVMA20,TVMA6,TVSTD20,TVSTD6,VDEA,VDIFF,VEMA10,VEMA12,VEMA26,VEMA5,VMACD,VOSC,VR,VROC12,VROC6,VSTD10,VSTD20,KlingerOscillator,MoneyFlow20,AD,AD20,AD6,CoppockCurve,ASI,ChaikinOscillator,ChaikinVolatility,EMV14,EMV6,plusDI,minusDI,ADX,ADXR,Aroon,AroonDown,AroonUp,DEA,DIFF,DDI,DIZ,DIF,MTM,MTMMA,PVT,PVT6,PVT12,TRIX5,TRIX10,UOS,MA10RegressCoeff12,MA10RegressCoeff6,PLRC6,PLRC12,SwingIndex,Ulcer10,Ulcer5,Hurst,ACD6,ACD20,EMA12,EMA26,APBMA,BBI,BBIC,TEMA10,TEMA5,MA10Close,AR,BR,ARBR,CR20,MassIndex,BearPower,BullPower,Elder,NVI,PVI,RC12,RC24,JDQS20
0,601211.XSHG,601211,国泰君安,XSHG,2018-08-01,15.01,15.01,15.05,15.2,14.67,14.68,16709567,250143136,15828,0.0022,0.8898400664,110336543244,127920646540,-0.022,13.3561,14.1537,1.021,1,14.97,,,,,,26.8419,,0.1597,-0.299,,0.3732,0.0272,0.023,,,,-0.0011,-0.0014,-0.0019,1.2902,0.6952,1.8559,2.5341,0.6989,0.0186,0.26,-0.0801,,0.1959,14.8057,16.2777,14.7628,14.8551,15.3764,1.0372,39.085,0.3011,0.1847,0.0794,0.0794,,1.4343,0.0077,7.43,0.5462,1.0427,0.0115,0.0049,,,-1.6743,25.5747,25.4268,0.0,,,14.838,16.4146,14.5825,14.9,15.5091,44.9429,61.1517,,0.2403,-0.0568,0.4153,-0.5475,,-0.0451,0.4153,,0.0389,0.5462,0.5462,0.0504,0.9106,,1.1206,-17.487,13.3561,5.2293,0.5,,1.0389,1.0273,0.9735,0.0247,0.0311,0.0833,0.1487,58.1152,-0.3261,-0.1387,0.4538,0,0.1576,0.0071,1.0534,0.1626,0.0573,1.1922,-0.0519,0.0024,0.0035,0.0021,0.0048,0.0016,0.0025,30.7272,1.6852,-0.0804,58,0.0848,0.0,11,0.2005,0.0,-37,0.0972,0.0775,37.5001,-0.6039,-0.0385,-0.006,0.1679,-4,0.0813,0.4427,0.0687,0.0529,1.0852,0.1864,-0.0307,0.3556,0.3524,-1.0648,0.6686,-1.4765,-5.3459,13.8805,15.2845,6.192,60.4825,-137.4765,-73.3327,61.3917,68.5124,47.1503,-3.1023,2.7292,2.28,2.21,0.1447,0.1596,47.5518,0.0375,1.58,1.97,10.9859,0.7395,0.9012,5004276557.48,5010761389.65,4980771834.78,231.6797,188.7884,104.6109,45.1004,286346.0454,-338453.6834,15167496.6808,15379310.7048,15717764.3882,14128402.8269,-1249599.4576,6.4836,1.1864,42.4336,-46.3588,9067305.7234,7097082.4364,0.9494,4632851840.93,606.5918,600.945,620.9221,7.3682,-8.4101,0.8504,7.5731,0.0298,-0.0641,18.2826,18.1285,22.4661,34.6826,48,28,76,-0.1233,-0.0301,0.1392,0.5696,0.4304,0.55,0.511,199.2796,199.5725,199.0092,0.0024,0.0012,42.2154,0.0497,0.0529,-0.0526,0.0669,-4.4912,1.5676,1.4856,0.6103,-0.66,-0.22,14.7828,14.8129,0.084,14.776,1.0065,14.9537,14.7756,1.0108,124.0804,125.999,-1.9186,133.5477,24.4832,-0.1037,0.4263,0.0361,10.5464,483.9728,1.0216,1.0152,0.1
1,601211.XSHG,601211,国泰君安,XSHG,2018-08-02,14.68,14.68,14.68,14.79,14.23,14.4,15728417,227784777,12166,0.0021,0.8898400664,108232031520,125480743200,-0.0191,13.1013,13.8837,1.0015,1,14.482,,,,,,26.8419,,0.1597,-0.299,,0.3545,0.0278,0.023,,,,-0.0011,-0.0014,-0.0018,1.2682,0.6934,1.8289,2.5341,0.6989,0.0186,0.26,-0.0888,,0.1959,14.732,16.2467,14.7282,14.7034,15.3444,1.0372,39.085,0.3011,0.1847,0.081,0.0794,,1.4343,0.0077,7.43,0.5462,1.0471,0.0112,0.0049,,,-1.6743,25.5554,25.4075,0.0,,,14.86,16.3698,14.596,14.788,15.4595,38.1796,55.1265,,0.2403,-0.0568,0.4153,-0.5475,,-0.0451,0.4153,,0.0389,0.5462,0.5462,0.0504,0.9106,,1.0992,-17.1535,13.1013,5.1296,0.5,,1.0155,1.0191,0.9626,0.0247,0.0311,0.0833,0.1487,52.6066,-0.3526,-0.1466,0.4538,0,0.1576,0.0071,1.0458,0.1626,0.0573,1.1922,-0.0519,0.0024,0.0035,0.0021,0.0048,0.0017,0.0025,13.6951,1.6853,-0.0804,56,0.0864,0.0,12,0.2044,0.0,-36,0.0972,0.0775,46.9584,-0.7562,-0.0385,-0.006,0.1679,-4,0.042,0.4382,0.0754,0.0543,1.0852,0.1036,-0.2564,0.3702,0.387,-3.0956,-1.3428,-2.6237,-6.8534,13.9208,15.2712,-142.5031,-28.6654,-166.6667,-94.8211,39.1743,56.2967,4.9295,-4.5093,1.9108,2.73,2.03,0.1254,0.1685,42.6676,0.0153,1.7,1.97,7.3569,0.4608,0.9003,4988548140.48,5005225405.65,4981959645.13,233.353,191.4601,104.2489,47.1607,171970.0153,-285534.105,15269482.1934,15433019.3656,15718553.4706,14661740.8846,-915008.2406,9.4542,0.9998,107.3157,12.036,9000282.997,7077729.7131,0.793,4666517974.49,600.4128,602.252,615.5016,6.3535,-18.8841,-3.679,23.7974,-0.1113,-0.3256,15.22,30.939,24.0062,33.0968,48,24,72,-0.1103,-0.0585,0.0306,0.5153,0.4847,0.22,0.528,198.9796,199.4489,199.1111,0.0004,0.0011,36.8723,0.053,0.0526,-0.0983,0.034,-9.5197,2.0294,2.2794,0.5989,-0.98,-0.29,14.7239,14.7824,0.156,14.7023,1.021,14.7263,14.4828,1.0319,112.6457,117.8603,-5.2146,117.3077,24.5461,-0.4903,0.0697,0.0389,10.3452,483.9728,1.0077,0.9769,0.1
2,601211.XSHG,601211,国泰君安,XSHG,2018-08-03,14.4,14.4,14.41,14.48,14.17,14.18,11888291,170286330,11289,0.0016,0.8898400664,106578486594,123563676290,-0.0153,12.9012,13.6716,0.9862,1,14.324,,,,,,26.8419,,0.1597,-0.299,,0.3772,0.0282,0.023,,,,-0.0013,-0.0013,-0.0016,1.2638,0.6939,1.8212,2.5341,0.6989,0.0186,0.26,-0.095,,0.1959,14.6316,16.2125,14.676,14.5289,15.3063,1.0372,39.085,0.3011,0.1847,0.0822,0.0794,,1.4343,0.0077,7.43,0.5462,1.0456,0.0112,0.0049,,,-1.6743,25.54,25.3921,0.0,,,14.812,16.3248,14.6,14.64,15.4048,34.3999,55.1187,,0.2403,-0.0568,0.4153,-0.5475,,-0.0451,0.4153,,0.0389,0.5462,0.5462,0.0504,0.9106,,1.0824,-16.8914,12.9012,5.0512,0.5,,0.9673,1.0057,0.9504,0.0247,0.0311,0.0833,0.1487,51.1521,-0.3765,-0.1683,0.4538,0,0.1576,0.0071,1.0383,0.1626,0.0573,1.1922,-0.0519,0.0021,0.0034,0.0021,0.0047,0.0018,0.0025,13.6535,1.6855,-0.0802,54,0.0877,0.0,13,0.2076,0.0,-35,0.0972,0.0775,58.5642,-0.9431,-0.0385,-0.006,0.1679,-4,0.0112,0.4488,0.1193,0.0584,1.0852,0.0204,-0.2454,0.3659,0.3742,-4.2668,-2.8767,-3.1421,-7.9508,13.9363,15.2637,-178.6667,-78.6035,-108.0402,-103.9361,22.9269,44.0074,-19.2341,-5.2139,0.5674,2.69,2.03,0.1087,0.1872,36.7354,-0.0327,1.89,1.97,2.0725,-0.1144,0.8993,4976659849.48,5000071965.15,4983525670.53,228.1215,184.2671,104.6778,46.4225,28145.2553,-547153.7845,14654720.1582,14887676.5401,15434830.3246,13737257.5897,-1150598.0796,9.9158,1.0074,-22.4394,-16.1826,6674553.0832,7084423.9406,0.6043,4561702227.24,589.2915,603.075,609.916,4.8121,-22.2624,-8.7361,3.3305,-0.1146,-0.3978,13.3457,29.3153,25.7917,32.766,48,20,68,-0.1077,-0.0975,-0.0074,0.4963,0.5037,-0.48,0.424,198.798,199.3138,199.2121,-0.0018,0.0007,33.8819,0.0502,0.0368,-0.1606,-0.0155,-7.0725,2.8667,3.2939,0.5591,-1.04,-0.3,14.6402,14.7377,0.2352,14.5993,1.0296,14.4728,14.2111,1.0446,96.1702,104.9784,-8.8082,115.2259,24.596,-0.4731,-0.1631,0.0219,10.1871,483.9728,1.0035,0.984,0.0909
3,601211.XSHG,601211,国泰君安,XSHG,2018-08-06,14.18,14.18,14.25,14.37,14.02,14.04,14811969,209844708,12232,0.002,0.8898400664,105526230732,122343724620,-0.0099,12.7738,13.5366,0.9765,1,14.167,,,,,,26.8419,,0.1597,-0.299,,0.3931,0.0285,0.023,,,,-0.0014,-0.0013,-0.0016,1.2592,0.6929,1.8173,2.5341,0.6989,0.0187,0.26,-0.1037,,0.1959,14.524,16.1766,14.6154,14.3659,15.2647,1.0372,39.085,0.3011,0.1847,0.083,0.0794,,1.4343,0.0077,7.43,0.5462,1.0435,0.0111,0.0049,,,-1.6743,25.5301,25.3822,0.0,,,14.735,16.2777,14.579,14.462,15.3503,25.616,53.5145,,0.2403,-0.0568,0.4153,-0.5475,,-0.0451,0.4153,,0.0389,0.5462,0.5462,0.0504,0.9106,,1.0717,-16.7247,12.7738,5.0014,0.4167,,0.948,0.971,0.9404,0.0247,0.0311,0.0833,0.1487,46.9027,-0.3712,-0.1771,0.4538,0,0.1576,0.0071,1.0371,0.1626,0.0573,1.1922,-0.0519,0.002,0.0034,0.0021,0.0047,0.0018,0.0025,-0.4427,1.6855,-0.0802,52,0.0886,0.0,14,0.2096,0.0,-34,0.0972,0.0775,69.4941,-1.1191,-0.0385,-0.006,0.1679,-4,0.0,0.4488,0.0682,0.055,1.0852,-0.0488,-0.3356,0.3648,0.3702,-4.7167,-3.6971,-2.918,-8.536,13.8715,15.2865,-146.8456,-104.7886,-90.5929,-108.6407,16.0204,34.7354,-21.4095,-5.8981,-2.9046,2.92,1.94,0.0942,0.2148,30.4854,-0.052,2.03,1.61,-11.5385,-0.4874,0.8983,4961847880.48,4993884743.15,4983603502.08,227.8755,197.8303,104.7166,37.9786,-80016.4403,-512663.2225,14683310.8567,14876029.2262,15388692.4487,14095494.7265,-865293.5644,10.61,0.8552,5.976,72.0465,6238734.3282,7085167.2008,0.3816,4556483443.25,576.1723,602.5412,602.2543,2.5478,-25.2853,-14.185,-1.2457,-0.1097,-0.3835,11.6011,30.9657,28.414,33.3747,-36,100,64,-0.1138,-0.1382,-0.0252,0.4874,0.5126,-0.77,0.312,198.6518,199.1582,199.2969,-0.0038,0.0002,32.1728,0.0412,0.0065,-0.2063,-0.0685,-5.6078,3.6859,4.3337,0.5488,-1.23,-0.99,14.5479,14.6861,0.304,14.5012,1.0328,14.2423,14.0142,1.0495,91.5114,98.7448,-7.2334,99.9087,24.5815,-0.5369,-0.1869,0.0249,10.1871,479.1945,0.9901,0.9663,0.0833
4,601211.XSHG,601211,国泰君安,XSHG,2018-08-07,14.04,14.04,14.16,14.47,14.07,14.45,13868705,197667904,10997,0.0018,0.8898400664,108607837185,125916440225,0.0292,13.1468,13.9319,1.005,1,14.253,,,,,,26.8419,,0.1597,-0.299,,0.3945,0.0277,0.023,,,,-0.0015,-0.0012,-0.0014,1.2592,0.6929,1.8173,2.5341,0.6989,0.0187,0.26,-0.1098,,0.1959,14.5106,16.1481,14.5997,14.394,15.238,1.0372,39.085,0.3011,0.1847,0.0807,0.0794,,1.4343,0.0077,7.43,0.5462,1.0447,0.0111,0.0049,,,-1.6743,25.5589,25.411,0.0,,,14.665,16.2396,14.5755,14.35,15.303,21.3288,59.5728,,0.2403,-0.0568,0.4153,-0.5475,,-0.0451,0.4153,,0.0389,0.5462,0.5462,0.0504,0.9106,,1.103,-17.2131,13.1468,5.1474,0.4167,,0.9538,0.9952,0.9627,0.0247,0.0311,0.0833,0.1487,45.2055,-0.3424,-0.1483,0.4538,0,0.1576,0.0071,1.0334,0.1626,0.0573,1.1922,-0.0519,0.0018,0.0033,0.0021,0.0047,0.0019,0.0025,19.1845,1.6855,-0.2272,50,0.0861,0.0,15,0.2037,0.0,-33,0.0972,0.0775,44.9346,-0.7236,-0.0385,-0.006,0.1679,-4,0.057,0.4421,0.098,0.06,1.0852,-0.0352,-0.2996,0.3695,0.3802,-1.4661,-0.861,0.6969,-5.5741,13.8661,15.2849,-78.2797,-57.9842,-28.565,-94.2411,30.5485,35.9136,19.8183,-3.215,-0.4821,2.77,1.94,0.1315,0.1862,41.3912,-0.0462,2.03,1.96,-1.7544,-0.3081,0.8977,4975716585.48,4988005856.31,4983822165.78,229.7544,200.8703,103.7692,36.9264,-175022.0557,-555044.5175,14535200.7009,14721056.2683,15276100.7858,14019898.151,-760044.9236,-0.0299,0.9856,-61.0946,15.3928,2535946.6555,7017821.0257,0.3182,4595077607.52,588.6541,602.4152,597.2989,1.5757,-20.2147,-11.1531,-3.3237,-0.0897,-0.3697,13.5349,26.4956,28.9387,33.4196,-36,96,60,-0.1182,-0.1358,0.0432,0.5216,0.4784,-0.7,0.179,199.0568,199.0688,199.3148,-0.0041,-0.0001,39.5249,0.0293,-0.0271,-0.1411,-0.0828,4.7236,3.9155,4.385,0.5564,-0.93,-0.74,14.5328,14.6686,0.318,14.4827,1.0023,14.2798,14.2422,1.0149,106.5463,119.8135,-13.2672,100.5372,24.6294,-0.4717,-0.0717,0.0277,10.4846,479.1945,0.9857,1.0112,0.0833
5,601211.XSHG,601211,国泰君安,XSHG,2018-08-08,14.45,14.45,14.45,14.48,14.15,14.21,11931100,170810242,8889,0.0016,0.8898400664,106803969993,123825094505,-0.0166,12.9285,13.7005,0.9883,1,14.316,,,,,,26.8419,,0.1597,-0.299,,0.3898,0.0281,0.023,,,,-0.0016,-0.0012,-0.0015,1.2572,0.6936,1.8126,2.5341,0.6989,0.0204,0.26,-0.1107,,0.1959,14.4559,16.116,14.5626,14.3326,15.2043,1.0372,39.085,0.3011,0.1847,0.0821,0.0794,,1.4343,0.0077,7.43,0.5462,1.0571,0.011,0.0049,,,-1.6743,25.5421,25.3943,0.0,,,14.578,16.2023,14.5785,14.256,15.2534,15.5281,60.0634,,0.2403,-0.0568,0.4153,-0.5475,,-0.0451,0.4153,,0.0389,0.5462,0.5462,0.0504,0.9106,,1.0847,-16.9272,12.9285,5.0619,0.3333,,0.9423,1.0042,0.968,0.0247,0.0311,0.0833,0.1487,36.8421,-0.3221,-0.1684,0.4538,0,0.1576,0.0071,1.0332,0.1626,0.0573,1.1922,-0.0519,0.0017,0.0033,0.0021,0.0047,0.0018,0.0025,16.3508,1.6855,-0.2272,48,0.0876,0.0,16,0.2071,0.0,-32,0.0972,0.0775,56.6548,-0.9123,-0.0385,-0.006,0.1679,-4,0.0236,0.4463,0.1107,0.0583,1.0852,-0.053,-0.0747,0.3667,0.3718,-2.5244,-2.5277,-0.3227,-6.8404,13.8762,15.2808,-70.9278,-72.2635,-17.0517,-94.4583,21.2131,29.5068,4.6257,-5.3298,0.424,2.41,2.23,0.114,0.2104,35.1418,-0.0577,1.9,1.96,1.5544,-0.2355,0.8971,4963785485.48,4978472416.48,4984108643.88,228.8839,204.4228,104.208,31.6426,-287315.7891,-736490.7228,14061727.8462,14291832.227,15028322.9498,13323632.1007,-898349.8674,-5.0568,0.9946,-46.8016,19.3561,2544708.9749,7049192.6557,0.2019,4577437175.32,581.0616,601.9095,590.364,-0.2567,-22.6639,-11.3146,7.5563,-0.0735,-0.3349,12.1834,23.1382,29.2118,33.4489,-36,92,56,-0.1249,-0.1514,-0.0598,0.4701,0.5299,-0.87,-0.001,198.8586,198.9374,199.2971,-0.0042,-0.0005,37.7721,0.0137,-0.0561,-0.0669,-0.0981,-0.6964,4.2604,4.3375,0.5705,-1.4,-0.64,14.4832,14.6346,0.2832,14.4402,1.0162,14.2037,14.1936,1.0259,97.4194,108.83,-11.4106,114.7348,24.685,-0.3443,-0.0143,0.0232,10.3105,479.1945,0.9595,1.0057,0.0769
6,601211.XSHG,601211,国泰君安,XSHG,2018-08-09,14.21,14.21,14.19,14.67,14.18,14.59,14883157,215961111,10509,0.002,0.8898400664,109660093047,127136391895,0.0267,13.2742,14.0669,1.0148,1,14.51,,,,,,26.8419,,0.1597,-0.299,,0.4012,0.0274,0.023,,,,-0.0015,-0.0012,-0.0014,1.2814,0.7054,1.8165,2.5341,0.6989,0.0204,0.26,-0.1177,,0.1959,14.4803,16.0908,14.5652,14.4184,15.1842,1.0372,39.085,0.3011,0.1847,0.0799,0.0794,,1.4343,0.0077,7.43,0.5462,1.0607,0.011,0.0049,,,-1.6743,25.5685,25.4207,0.0,,,14.541,16.1698,14.5785,14.294,15.2127,15.8173,56.211,,0.2403,-0.0568,0.4153,-0.5475,,-0.0451,0.4153,,0.0389,0.5462,0.5462,0.0504,0.9106,,1.1137,-17.3798,13.2742,5.1973,0.3333,,0.9753,1.0,1.0132,0.0247,0.0311,0.0833,0.1487,37.931,-0.2992,-0.1488,0.4538,0,0.1576,0.0071,1.0329,0.1626,0.0573,1.1922,-0.0519,0.0017,0.0032,0.002,0.0047,0.0018,0.0024,32.4629,1.6855,-0.2272,46,0.0853,0.0,17,0.2017,0.0,-31,0.0972,0.0775,40.096,-0.6457,-0.0385,-0.006,0.1679,-4,0.0764,0.4483,0.1107,0.0584,1.0852,-0.011,-0.1456,0.3755,0.3915,0.337,0.0789,2.0708,-4.0933,13.8762,15.2808,-20.7849,-25.8674,144.0129,-80.2544,37.4001,34.5234,43.1535,-0.6131,0.0,2.61,2.23,0.1445,0.1823,44.2166,-0.0247,1.9,1.9,0.0,0.2154,0.8974,4978668642.48,4974204430.65,4984117118.93,224.9124,198.7258,103.047,23.8927,-356805.5608,-634764.6475,14211078.6014,14382805.269,15017569.9165,13843473.7338,-555918.1734,-16.5252,1.1995,-52.2219,-10.9303,2590838.6252,6959965.2586,0.2185,4496995636.1,591.085,601.2615,587.7796,-1.3757,-13.8582,-7.1628,17.9523,-0.0697,-0.2666,17.0581,19.5832,26.2333,29.5251,-36,88,52,-0.1262,-0.1317,-0.1224,0.4388,0.5612,-0.37,-0.075,199.2566,198.9336,199.253,-0.0032,-0.0007,40.3783,-0.0016,-0.0676,0.0414,-0.0792,4.3145,4.3332,3.9383,0.5854,-0.47,-0.67,14.4996,14.6313,0.2648,14.4757,0.9922,14.3314,14.4503,0.9966,113.4396,125.4673,-12.0277,107.1565,24.793,-0.328,0.162,0.0336,10.3105,492.009,0.963,1.0348,0.0769
7,601211.XSHG,601211,国泰君安,XSHG,2018-08-10,14.59,14.59,14.68,14.71,14.51,14.63,10005586,146271823,7964,0.0013,0.8898400664,109960737579,127484949515,0.0027,13.3106,14.1054,1.0175,1,14.619,,,,,,26.8419,,0.1597,-0.299,,0.3852,0.0273,0.023,,,,-0.0014,-0.0012,-0.0015,1.2752,0.7045,1.8101,2.5341,0.6989,0.0204,0.26,-0.1187,,0.1959,14.5075,16.0667,14.5713,14.489,15.166,1.0372,39.085,0.3011,0.1847,0.0797,0.0794,,1.4343,0.0077,7.43,0.5462,1.0618,0.011,0.0049,,,-1.6743,25.5713,25.4234,0.0,,,14.512,16.1505,14.5835,14.384,15.1752,16.1143,53.4726,,0.2403,-0.0568,0.4153,-0.5475,,-0.0451,0.4153,,0.0389,0.5462,0.5462,0.0504,0.9106,,1.1167,-17.4275,13.3106,5.2115,0.4167,,0.9806,1.0069,1.0317,0.0247,0.0311,0.0833,0.1487,40.1747,-0.276,-0.1528,0.4538,0,0.1576,0.0071,1.0359,0.1626,0.0573,1.1922,-0.0519,0.0018,0.0032,0.002,0.0047,0.0017,0.0024,15.4768,1.6855,-0.2272,44,0.085,0.0,18,0.2012,0.0,-30,0.0972,0.0775,38.8992,-0.6264,-0.0385,-0.006,0.1679,-4,0.082,0.4541,0.0635,0.0583,1.0852,0.0236,-0.0575,0.363,0.3596,0.8131,0.3189,1.7102,-3.5927,13.8813,15.2857,20.9447,5.5504,115.2648,-70.2928,42.9183,37.5728,53.6093,1.5972,0.6882,2.61,2.46,0.1677,0.158,51.4891,-0.0194,1.84,1.94,2.6455,0.4747,0.8974,4988674228.48,4974225445.31,4985188503.28,224.0239,185.1404,103.6741,27.033,-472829.4344,-936924.9287,13446443.583,13709386.9199,14646311.8486,12564177.8225,-928190.9886,-18.4812,1.1699,-28.7286,-36.3853,2351849.0762,7004409.6876,0.2909,4479068517.46,593.0861,601.103,586.5584,-2.1564,-3.0738,-4.1765,11.8433,-0.0782,0.0472,16.762,17.5565,23.042,26.7435,-36,84,48,-0.1233,-0.1115,-0.1416,0.4292,0.5708,-0.29,-0.143,199.284,198.9843,199.2166,-0.0018,-0.0007,44.4906,-0.0142,-0.062,0.1046,-0.058,1.2648,4.3803,3.0651,0.5747,0.04,-0.33,14.5197,14.6312,0.222,14.4927,0.9906,14.4406,14.5954,0.9919,110.5023,127.8177,-17.3154,105.916,24.7255,-0.0154,0.1846,0.0137,10.3388,492.009,0.9702,1.0118,0.0769
8,601211.XSHG,601211,国泰君安,XSHG,2018-08-13,14.63,14.63,14.5,14.63,14.38,14.59,11240998,162856895,8571,0.0015,0.8898400664,109660093047,127136391895,-0.0027,13.2742,14.0669,1.0148,1,14.488,,,,,,26.8419,,0.1597,-0.299,,0.3489,0.0274,0.023,,,,-0.0014,-0.0011,-0.0015,1.305,0.7181,1.8173,2.5341,0.6989,0.0204,0.26,-0.1094,,0.1959,14.5225,16.0422,14.5731,14.5226,15.1471,1.0372,39.085,0.3011,0.1847,0.0799,0.0794,,1.4343,0.0077,7.43,0.5462,1.0612,0.011,0.0049,,,-1.6743,25.5685,25.4207,0.0,,,14.478,16.1327,14.5945,14.494,15.1332,16.2117,41.8573,,0.2403,-0.0568,0.4153,-0.5475,,-0.0451,0.4153,,0.0389,0.5462,0.5462,0.0504,0.9106,,1.1137,-17.3798,13.2742,5.1973,0.4167,,0.9772,1.0153,1.0392,0.0233,0.0311,0.0833,0.1487,41.629,-0.2852,-0.1527,0.4538,0,0.1576,0.0071,1.0218,0.1626,0.0573,1.1922,-0.0519,0.0017,0.0031,0.002,0.0047,0.0016,0.0024,14.2378,1.6859,-0.2269,42,0.0853,0.0,19,0.2017,0.0,-29,0.0972,0.0775,40.096,-0.6457,-0.0385,-0.006,0.1679,-4,0.0764,0.4566,-0.0264,0.0565,1.0852,0.041,-0.012,0.3549,0.3413,0.7736,-0.0308,0.6623,-3.5895,13.8995,15.2895,12.8119,-15.2085,49.728,-73.3471,44.7139,39.9532,54.2353,2.8914,1.531,2.49,2.46,0.1453,0.1749,45.3779,-0.0228,1.72,1.94,6.0109,0.2365,0.8974,4977433230.48,4974354342.15,4986284411.53,223.7252,183.9021,103.85,28.0023,-591149.8675,-1064431.5999,13045453.477,13329634.7784,14394066.3783,12123117.8817,-946563.4648,-18.281,1.0342,-20.7462,-5.4448,2406884.7853,7018501.9446,126013.1614,4473191594.64,600.73,601.6484,588.4648,-3.2281,3.313,-0.1167,5.6732,-0.132,0.0887,14.8586,20.4469,22.078,26.6474,-36,80,44,-0.1182,-0.0977,-0.3036,0.3482,0.6518,-0.34,-0.233,199.2533,199.0602,199.187,-0.0008,-0.0007,48.7729,-0.0259,-0.0509,0.1049,-0.0406,-0.6857,4.4451,1.0284,0.5629,0.3,-0.13,14.5305,14.6282,0.1568,14.5345,0.9962,14.4986,14.6251,0.9923,115.7005,122.4638,-6.7633,107.3643,24.6593,-0.2443,0.0057,0.0171,10.3388,490.6638,0.9753,1.0048,0.0833
