,secID,ticker,secShortName,exchangeCD,tradeDate,preClosePrice,actPreClosePrice,openPrice,highestPrice,lowestPrice,closePrice,turnoverVol,turnoverValue,dealAmount,turnoverRate,accumAdjFactor,negMarketValue,marketValue,chgPct,PE_x,PE1,PB_x,isOpen,vwap,AccountsPayablesTDays,AccountsPayablesTRate,AdminiExpenseRate,ARTDays,ARTRate,ASSI,BLEV,BondsPayableToAsset,CashRateOfSales,CashToCurrentLiability,CMRA,CTOP,CTP5,CurrentAssetsRatio,CurrentAssetsTRate,CurrentRatio,DAVOL10,DAVOL20,DAVOL5,DDNBT,DDNCR,DDNSR,DebtEquityRatio,DebtsAssetRatio,DHILO,DilutedEPS,DVRAT,EBITToTOR,EGRO,EMA10,EMA120,EMA20,EMA5,EMA60,EPS,EquityFixedAssetRatio,EquityToAsset,EquityTRate,ETOP,ETP5,FinancialExpenseRate,FinancingCashGrowRate,FixAssetRatio,FixedAssetsTRate,GrossIncomeRatio,HBETA,HSIGMA,IntangibleAssetRatio,InventoryTDays,InventoryTRate,InvestCashGrowRate,LCAP,LFLO,LongDebtToAsset,LongDebtToWorkingCapital,LongTermDebtToAsset,MA10,MA120,MA20,MA5,MA60,MAWVAD,MFI,MLEV,NetAssetGrowRate,NetProfitGrowRate,NetProfitRatio,NOCFToOperatingNI,NonCurrentAssetsRatio,NPParentCompanyGrowRate,NPToTOR,OperatingExpenseRate,OperatingProfitGrowRate,OperatingProfitRatio,OperatingProfitToTOR,OperatingRevenueGrowRate,OperCashGrowRate,OperCashInToCurrentLiability,PB_y,PCF,PE_y,PS,PSY,QuickRatio,REVS10,REVS20,REVS5,ROA,ROA5,ROE,ROE5,RSI,RSTR12,RSTR24,SalesCostRatio,SaleServiceCashToOR,SUE,TaxRatio,TOBT,TotalAssetGrowRate,TotalAssetsTRate,TotalProfitCostRatio,TotalProfitGrowRate,VOL10,VOL120,VOL20,VOL240,VOL5,VOL60,WVAD,REC,DAREC,GREC,FY12P,DAREV,GREV,SFY12P,DASREV,GSREV,FEARNG,FSALESG,TA2EV,CFO2EV,ACCA,DEGM,SUOI,EARNMOM,FiftyTwoWeekHigh,Volatility,Skewness,ILLIQUIDITY,BackwardADJ,MACD,ADTM,ATR14,ATR6,BIAS10,BIAS20,BIAS5,BIAS60,BollDown,BollUp,CCI10,CCI20,CCI5,CCI88,KDJ_K,KDJ_D,KDJ_J,ROC6,ROC20,SBM,STM,UpRVI,DownRVI,RVI,SRMI,ChandeSD,ChandeSU,CMO,DBCD,ARC,OBV,OBV6,OBV20,TVMA20,TVMA6,TVSTD20,TVSTD6,VDEA,VDIFF,VEMA10,VEMA12,VEMA26,VEMA5,VMACD,VOSC,VR,VROC12,VROC6,VSTD10,VSTD20,KlingerOscillator,MoneyFlow20,AD,AD20,AD6,CoppockCurve,ASI,ChaikinOscillator,ChaikinVolatility,EMV14,EMV6,plusDI,minusDI,ADX,ADXR,Aroon,AroonDown,AroonUp,DEA,DIFF,DDI,DIZ,DIF,MTM,MTMMA,PVT,PVT6,PVT12,TRIX5,TRIX10,UOS,MA10RegressCoeff12,MA10RegressCoeff6,PLRC6,PLRC12,SwingIndex,Ulcer10,Ulcer5,Hurst,ACD6,ACD20,EMA12,EMA26,APBMA,BBI,BBIC,TEMA10,TEMA5,MA10Close,AR,BR,ARBR,CR20,MassIndex,BearPower,BullPower,Elder,NVI,PVI,RC12,RC24,JDQS20
0,000063.XSHE,000063,中兴通讯,XSHE,2018-08-01,14.6,14.6,14.65,15.07,14.65,14.67,113113580,1679784810.64,89181,0.0329,0.976444602,50376554082.0,61506495306.0,0.0048,-29.9641,-2.8437,1.9005,1,14.85,182.6113,1.9714,0.141,96.267,3.7396,25.6496,1.7447,0,0.0725,0.2982,1.0309,0.0,0.0045,0.7311,1.0177,1.1205,,,,1.8587,0.3913,4.972,3.1199,0.7323,0.0336,-1.29,0.9377,-0.001,0.1587,15.3069,24.3946,15.7411,15.0613,20.5253,-5.1588,3.5806,0.2677,2.5951,-0.0202,0.0295,0.0113,0.058,0.0748,11.0836,0.2998,1.4577,0.0308,0.0518,124.1337,2.9001,-0.3078,24.8424,24.6428,0.0234,1.0162,0.0799,15.81,28.1992,14.927,15.024,22.1857,-255.6615,44.9922,1.301,-0.1151,-0.077,-0.0112,16.1567,0.2689,0.0194,-0.0112,0.1072,1.4568,0.0562,0.0562,0.0521,22.3465,0.0892,2.4737,7.6691,-29.9641,0.5561,0.5,0.8213,0.8875,,,-0.0143,0.0162,-0.0527,0.0655,41.954,-0.4476,0.0073,0.7002,1.0158,1.687,0.0086,0.5451,-0.0235,0.7727,-0.0053,-0.3836,,,,0.0276,,0.0381,-371.8392,1.6836,-0.1909,-58,0.0862,-0.0004,-6,1.8686,-0.0383,-8,0.1609,0.0562,2.6711,0.1554,0.0672,-0.0038,1.4288,4,0.0916,0.4966,-0.2866,0.0121,17.0739,,0.0311,0.933,0.7523,-7.2106,-1.7217,-2.3562,-33.8763,11.7128,18.1412,-98.3302,-7.1492,-75.9193,-91.2235,13.8921,28.2436,-14.8109,-12.0504,6.3043,8.11,8.37,,,,-0.1125,,,,3.744,0.7407,12953570869.0,12977877708.5,12755186450.9,3007.1585,2146.3168,1590.4239,624.2222,,,157865642.425,,,130969233.963,,-12.8088,1.693,-46.9891,-33.9665,38752442.829,98850519.8191,-8.8279,60060613445.3,2412.1492,2516.0147,2601.6172,29.0094,-58.6574,-94.9476,-20.9291,-0.0075,-0.1536,14.9534,,,,,,,,,,,,-1.86,1.766,447.7632,452.7493,460.7738,-0.0067,-0.0006,39.3669,0.2228,-0.0345,-0.3077,-0.2298,-3.4479,8.4605,8.3294,0.8852,-1.77,2.05,,,0.6788,15.1557,1.0331,15.0099,14.476,1.0777,,,,98.4369,26.7,-0.7161,-0.2961,0.0286,1.8957,8595.7596,0.9458,1.1354,0.5
1,000063.XSHE,000063,中兴通讯,XSHE,2018-08-02,14.67,14.67,14.5,14.5,13.64,14.03,140778179,1968821152.83,111431,0.041,0.976444602,48178803938.0,58823185354.0,-0.0436,-28.6569,-2.7197,1.8176,1,13.985,182.6113,1.9714,0.141,96.267,3.7396,25.6496,1.7447,0,0.0725,0.2982,1.0263,0.0,0.0045,0.7311,1.0177,1.1205,,,,1.8587,0.3952,4.9281,3.1199,0.7323,0.034,-1.29,0.9357,-0.001,0.1587,15.0747,24.2233,15.5781,14.7175,20.3124,-5.1588,3.5806,0.2677,2.5951,-0.0211,0.0295,0.0113,0.058,0.0748,11.0836,0.2998,1.4594,0.0308,0.0518,124.1337,2.9001,-0.3078,24.7978,24.5982,0.0234,1.0162,0.0799,15.528,28.034,14.9785,14.762,21.8592,-331.3971,34.8394,1.3148,-0.1151,-0.077,-0.0112,16.1567,0.2689,0.0194,-0.0112,0.1072,1.4568,0.0562,0.0562,0.0521,22.3465,0.0892,2.3657,7.3346,-28.6569,0.5319,0.4167,0.8213,0.8326,,,-0.0143,0.0162,-0.0527,0.0655,14.8492,-0.4865,-0.013,0.7002,1.0158,1.687,0.0086,0.5503,-0.0235,0.7727,-0.0053,-0.3836,,,,0.0277,,0.0383,-494.6295,1.6836,-0.1909,-60,0.0901,-0.0006,-8,1.9447,-0.0428,-10,0.1608,0.0513,2.8176,0.1639,0.0672,-0.0038,1.4288,4,0.0688,0.511,-0.3254,0.0122,17.0739,,0.0514,0.9399,0.7986,-9.6471,-6.3324,-4.9587,-35.8165,11.8628,18.0942,-133.8272,-47.9884,-142.9278,-94.7818,14.4785,24.0968,-4.758,-13.9792,7.9231,7.94,8.37,,,,-0.1674,,,,3.3732,0.7356,12812792690.0,12925053559.3,12791021592.5,2940.7215,2056.9241,1605.3373,600.5072,,,154758830.893,,,134238882.309,,-26.6576,1.4764,-66.622,-7.3461,31459474.0118,98978890.579,-9.1548,58778724541.8,2399.0536,2525.4167,2534.2583,19.2294,-64.4578,-108.5581,-12.7211,-0.051,-0.2309,12.8645,,,,,,,,,,,,-2.82,1.099,441.6215,448.894,457.9634,-0.0097,-0.0013,38.2034,0.1585,-0.1369,-0.266,-0.2552,-12.5807,9.8321,8.5402,0.8586,-1.89,2.21,,,0.6344,14.9205,1.0635,14.5114,14.0338,1.1068,,,,97.5295,26.6753,-1.5352,-0.6752,0.0613,1.8957,8220.7571,0.8224,1.0767,0.5
2,000063.XSHE,000063,中兴通讯,XSHE,2018-08-03,14.03,14.03,13.91,13.94,13.34,13.35,112155935,1522976620.44,86745,0.0327,0.976444602,45843694410.0,55972168530.0,-0.0485,-27.268,-2.5878,1.7295,1,13.579,182.6113,1.9714,0.141,96.267,3.7396,25.6496,1.7447,0,0.0725,0.2982,1.0721,0.0,0.0045,0.7311,1.0177,1.1205,,,,1.8789,0.4002,4.9206,3.1199,0.7323,0.0349,-1.29,0.9347,-0.001,0.1587,14.7611,24.0436,15.3659,14.2617,20.0841,-5.1588,3.5806,0.2677,2.5951,-0.0222,0.0295,0.0113,0.058,0.0748,11.0836,0.2998,1.4691,0.0308,0.0518,124.1337,2.9001,-0.3078,24.7481,24.5485,0.0234,1.0162,0.0799,15.211,27.851,14.994,14.346,21.5152,-393.2619,28.3874,1.3308,-0.1151,-0.077,-0.0112,16.1567,0.2689,0.0194,-0.0112,0.1072,1.4568,0.0562,0.0562,0.0521,22.3465,0.0892,2.2511,6.9791,-27.268,0.5061,0.4167,0.8213,0.8081,,,-0.0143,0.0162,-0.0527,0.0655,14.3498,-0.5375,-0.0704,0.7002,1.0158,1.687,0.0086,0.5504,-0.0235,0.7727,-0.0053,-0.3836,,,,0.0278,,0.0384,-587.396,1.6836,-0.1909,-60,0.0947,-0.0006,-10,2.0432,-0.0431,-12,0.1608,0.051,2.9919,0.174,0.0672,-0.0038,1.4288,4,0.0446,0.5318,-0.3235,0.0132,17.0739,,0.086,0.922,0.7805,-12.2346,-10.9644,-6.9427,-37.9508,11.916,18.072,-140.5739,-77.1789,-115.6428,-96.3371,7.2167,17.6264,-13.6027,-12.9726,2.3773,7.65,8.37,,,,-0.1919,,,,1.8274,0.7299,12700636755.0,12887829716.2,12811092905.4,2883.6656,1775.7322,1635.6782,238.2652,,,147012849.822,,,126877899.873,,-38.7706,1.5807,-64.5244,-45.4913,32354921.0111,100604730.054,-9.6662,57638163534.6,2290.6362,2531.6547,2478.0691,7.1996,-57.805,-138.7536,-8.7375,-0.0967,-0.2081,11.3657,,,,,,,,,,,,-3.17,0.434,436.1856,446.1722,455.5185,-0.0134,-0.0024,34.524,0.0821,-0.2199,-0.3851,-0.3097,-18.5187,11.6415,9.3822,0.8517,-1.6,1.25,,,0.7044,14.6789,1.0995,13.8824,13.4093,1.1394,,,,90.9447,26.5477,-1.5745,-0.9745,0.0449,1.8038,8220.7571,0.8076,1.0916,0.4545
3,000063.XSHE,000063,中兴通讯,XSHE,2018-08-06,13.35,13.35,13.1,13.36,12.85,13.2,97079374,1269620565.96,72770,0.0283,0.976444602,45328596720.0,55343267760.0,-0.0112,-26.9616,-2.5588,1.7101,1,13.078,182.6113,1.9714,0.141,96.267,3.7396,25.6496,1.7447,0,0.0725,0.2982,1.0433,0.0,0.0045,0.7311,1.0177,1.1205,,,,1.8733,0.3992,4.9186,3.1199,0.7323,0.0349,-1.29,0.9521,-0.001,0.1587,14.4773,23.8643,15.1596,13.9078,19.8584,-5.1588,3.5806,0.2677,2.5951,-0.0224,0.0295,0.0113,0.058,0.0748,11.0836,0.2998,1.4576,0.0308,0.0518,124.1337,2.9001,-0.3078,24.7368,24.5372,0.0234,1.0162,0.0799,14.869,27.6504,14.999,13.97,21.1827,-423.3626,12.8885,1.3346,-0.1151,-0.077,-0.0112,16.1567,0.2689,0.0194,-0.0112,0.1072,1.4568,0.0562,0.0562,0.0521,22.3465,0.0892,2.2258,6.9007,-26.9616,0.5004,0.3333,0.8213,0.7942,,,-0.0143,0.0162,-0.0527,0.0655,7.4592,-0.5173,-0.0838,0.7002,1.0158,1.687,0.0086,0.5494,-0.0235,0.7727,-0.0053,-0.3836,,,,0.0279,,0.0387,-374.8614,1.6836,-0.1909,-60,0.0958,-0.0006,-12,2.0638,-0.044,-14,0.1608,0.0497,3.0333,0.1764,0.0672,-0.0038,1.4288,4,0.0392,0.5525,-0.3218,0.0135,17.0739,,-0.1643,0.8926,0.7354,-11.2247,-11.9941,-5.5118,-37.685,11.9337,18.0643,-134.6444,-99.3622,-107.1094,-96.9903,9.633,15.5921,-2.2852,-14.4524,0.7634,8.46,7.07,,,,-0.2058,,,,0.1272,0.724,12603557381.0,12811221900.2,12817978035.9,2838.8563,1628.0277,1668.3286,230.0492,,,137934036.036,,,116945057.915,,-45.8363,1.3611,-56.1414,-30.2713,33757579.3062,102610080.937,-10.1855,56742087994.7,2326.803,2535.2144,2423.8128,-4.5283,-58.9821,-126.9847,-17.5935,-0.1389,-0.2055,10.1747,,,,,,,,,,,,-3.42,-0.26,435.0948,443.1325,452.6255,-0.0162,-0.0037,37.4949,0.0019,-0.2715,-0.394,-0.3331,-8.186,13.3561,9.4713,0.8669,-2.36,0.79,,,0.7208,14.3848,1.0898,13.4141,13.0871,1.1264,,,,86.2222,26.2428,-1.8195,-1.3095,0.0386,1.7835,8220.7571,0.7834,0.9814,0.5
4,000063.XSHE,000063,中兴通讯,XSHE,2018-08-07,13.2,13.2,13.3,13.82,12.97,13.7,134254535,1803129979.87,91712,0.0391,0.976444602,47045589020.0,57439603660.0,0.0379,-27.9828,-2.6557,1.7748,1,13.431,182.6113,1.9714,0.141,96.267,3.7396,25.6496,1.7447,0,0.0725,0.2982,1.0433,0.0,0.0045,0.7311,1.0177,1.1205,,,,1.8733,0.3992,4.9186,3.1199,0.7323,0.035,-1.29,0.9555,-0.001,0.1587,14.336,23.6963,15.0206,13.8385,19.6565,-5.1588,3.5806,0.2677,2.5951,-0.0216,0.0295,0.0113,0.058,0.0748,11.0836,0.2998,1.4704,0.0308,0.0518,124.1337,2.9001,-0.3078,24.774,24.5744,0.0234,1.0162,0.0799,14.571,27.4555,15.0495,13.79,20.8657,-479.7934,20.0386,1.3224,-0.1151,-0.077,-0.0112,16.1567,0.2689,0.0194,-0.0112,0.1072,1.4568,0.0562,0.0562,0.0521,22.3465,0.0892,2.3101,7.1621,-27.9828,0.5194,0.4167,0.8213,0.8213,,,-0.0143,0.0162,-0.0527,0.0655,18.3857,-0.4664,-0.0466,0.7002,1.0158,1.687,0.0086,0.5493,-0.0235,0.7727,-0.0053,-0.3836,,,,0.028,,0.0391,-578.6515,1.6836,-0.1804,-60,0.0923,-0.0004,-14,1.9885,-0.0437,-16,0.1608,0.0497,2.8995,0.1687,0.0672,-0.0038,1.4288,4,0.057,0.5662,-0.294,0.0138,17.0739,,-0.1348,0.8896,0.7545,-5.9776,-8.9671,-0.6526,-34.342,12.1138,17.9852,-88.0901,-85.1993,-41.5324,-91.2941,18.4803,17.7718,19.8974,-9.1512,7.959,8.46,7.32,,,,-0.1787,,,,-1.5742,0.7188,12737811916.0,12774804483.3,12841919531.5,2797.7122,1658.5565,1683.928,240.6727,,,137265035.848,,,122714883.61,,-45.786,1.1935,-21.0447,25.6032,31326858.5041,103107824.062,-9.2733,55921275941.4,2423.1504,2545.5877,2394.3804,-13.0911,-47.8698,-79.9701,-3.937,-0.1306,-0.1645,15.7423,,,,,,,,,,,,-2.98,-0.957,440.1802,441.3444,450.4339,-0.0163,-0.0048,41.4154,-0.077,-0.2933,-0.274,-0.3268,7.9759,14.2653,8.7444,0.9676,-1.16,1.93,,,0.5884,14.24,1.0394,13.3543,13.3607,1.0636,,,,97.2539,25.8286,-1.561,-0.711,0.062,1.7835,8532.1494,0.8293,0.9928,0.5
5,000063.XSHE,000063,中兴通讯,XSHE,2018-08-08,13.7,13.7,13.6,13.6,12.97,13.0,102912154,1366763412.22,80194,0.03,0.976444602,44641799800.0,54504733400.0,-0.0511,-26.5531,-2.52,1.6842,1,13.281,182.6113,1.9714,0.141,96.267,3.7396,25.6496,1.7447,0,0.0725,0.2982,1.0197,0.0,0.0045,0.7311,1.0177,1.1205,,,,1.8959,0.404,4.9159,3.1199,0.7323,0.0351,-1.29,0.961,-0.001,0.1587,14.0931,23.5195,14.8282,13.559,19.4382,-5.1588,3.5806,0.2677,2.5951,-0.0228,0.0295,0.0113,0.058,0.0748,11.0836,0.2998,1.481,0.0308,0.0518,124.1337,2.9001,-0.3078,24.7216,24.5219,0.0234,1.0162,0.0799,14.24,27.2463,15.0945,13.456,20.5355,-531.6787,21.6403,1.3397,-0.1151,-0.077,-0.0112,16.1567,0.2689,0.0194,-0.0112,0.1072,1.4568,0.0562,0.0562,0.0521,22.3465,0.0892,2.1921,6.7961,-26.5531,0.4928,0.3333,0.8213,0.7971,,,-0.0143,0.0162,-0.0527,0.0655,14.2292,-0.5316,-0.106,0.7002,1.0158,1.687,0.0086,0.5451,-0.0235,0.7727,-0.0053,-0.3836,,,,0.028,,0.0394,-782.6946,1.6836,-0.1804,-60,0.0973,-0.0005,-16,2.0955,-0.0447,-18,0.1608,0.0496,3.0903,0.1798,0.0672,-0.0038,1.4288,4,0.0321,0.5843,-0.083,0.0141,17.0739,,-0.0546,0.8782,0.7504,-8.7079,-13.8759,-3.3888,-36.695,12.3264,17.8626,-90.4301,-110.4672,-76.4177,-91.343,9.493,13.5142,1.4506,-10.9589,7.438,8.06,7.62,,,,-0.2029,,,,-3.8137,0.7131,12634899762.0,12740544895.5,12868984132.7,2765.6817,1601.8494,1705.7043,265.7512,,,131019057.33,,,116113973.74,,-46.3485,1.2848,-39.2641,-11.1748,31643085.8474,104577993.544,-8.9032,55278209869.5,2330.0394,2551.1367,2363.6386,-22.0054,-42.7211,-83.0931,-2.0185,-0.1316,-0.1422,13.8204,,,,,,,,,,,,-3.31,-1.709,434.9219,439.2945,447.7186,-0.0168,-0.0059,37.5105,-0.1512,-0.3161,-0.2711,-0.3232,-7.9636,15.0455,9.077,,-1.38,1.82,,,0.6088,14.0687,1.0822,13.0262,13.0377,1.0954,,,,102.186,25.3215,-1.3423,-0.7123,0.0485,1.6924,8532.1494,0.7822,1.0,0.4615
6,000063.XSHE,000063,中兴通讯,XSHE,2018-08-09,13.0,13.0,13.12,14.3,13.05,14.3,216736951,3037154804.45,128429,0.0631,0.976444602,49105979780.0,59955206740.0,0.1,-29.2084,-2.772,1.8526,1,14.013,182.6113,1.9714,0.141,96.267,3.7396,25.6496,1.7447,0,0.0725,0.2982,1.0035,0.0,0.0045,0.7311,1.0177,1.1205,,,,1.8734,0.3987,4.924,3.1199,0.7323,0.0358,-1.29,0.8961,-0.001,0.1587,14.1307,23.3671,14.7779,13.806,19.2698,-5.1588,3.5806,0.2677,2.5951,-0.0207,0.0295,0.0113,0.058,0.0748,11.0836,0.2998,1.5676,0.0311,0.0518,124.1337,2.9001,-0.3078,24.8169,24.6172,0.0234,1.0162,0.0799,14.136,27.0464,15.144,13.51,20.2403,-546.2107,31.7136,1.3088,-0.1151,-0.077,-0.0112,16.1567,0.2689,0.0194,-0.0112,0.1072,1.4568,0.0562,0.0562,0.0521,22.3465,0.0892,2.4113,7.4757,-29.2084,0.5421,0.3333,0.8213,0.9322,,,-0.0143,0.0162,-0.0527,0.0655,31.1111,-0.4435,-0.0393,0.7002,1.0158,1.687,0.0086,0.5561,-0.0235,0.7727,-0.0053,-0.3836,,,,0.0282,,0.0401,-459.0311,1.6836,-0.1909,-60,0.0884,-0.0005,-18,1.903,-0.0459,-20,0.1608,0.0485,2.7539,0.1602,0.0672,-0.0038,1.4288,4,0.0784,0.5273,-0.0889,0.0134,17.0739,,-0.0696,0.9083,0.842,1.1602,-5.5732,5.8475,-29.3489,12.4767,17.8113,-24.1427,-74.1619,125.969,-83.2049,35.053,24.3015,56.5559,-2.5222,7.438,8.19,7.62,,,,-0.0678,,,,-3.6319,0.7083,12851636713.0,12723555869.5,12905131476.1,2894.1923,1828.0778,1617.9635,648.0849,,,146604128.906,,,149654966.16,,-34.9849,1.292,26.5269,91.61,34727166.4294,99167304.7193,-6.933,57820298335.1,2546.7764,2567.3471,2386.0765,-25.6398,-21.1435,-7.855,5.8505,-0.1146,-0.1088,21.8564,,,,,,,,,,,,-1.04,-2.016,456.5956,440.7666,446.7579,-0.0134,-0.0064,50.1977,-0.2051,-0.2906,0.0229,-0.2415,18.1297,14.8851,8.1196,,-0.15,1.91,,,0.6204,14.1085,0.9866,13.4233,13.8462,0.9885,,,,99.4892,25.0581,-1.2606,-0.0106,0.0874,1.6924,9385.3643,0.8573,1.0966,0.4615
7,000063.XSHE,000063,中兴通讯,XSHE,2018-08-10,14.3,14.3,14.61,14.68,14.09,14.5,225114170,3232529648.59,152456,0.0656,0.976444602,49792776700.0,60793741100.0,0.014,-29.6169,-2.8108,1.8785,1,14.36,182.6113,1.9714,0.141,96.267,3.7396,25.6496,1.7447,0,0.0725,0.2982,1.0405,0.0,0.0045,0.7311,1.0177,1.1205,,,,1.8741,0.3983,4.9347,3.1199,0.7323,0.0371,-1.29,0.8963,-0.001,0.1587,14.1978,23.2206,14.7514,14.0373,19.1134,-5.1588,3.5806,0.2677,2.5951,-0.0204,0.0295,0.0113,0.058,0.0748,11.0836,0.2998,1.5671,0.0311,0.0518,124.1337,2.9001,-0.3078,24.8308,24.6311,0.0234,1.0162,0.0799,14.043,26.8589,15.164,13.74,19.953,-541.6304,42.0997,1.3046,-0.1151,-0.077,-0.0112,16.1567,0.2689,0.0194,-0.0112,0.1072,1.4568,0.0562,0.0562,0.0521,22.3465,0.0892,2.445,7.5803,-29.6169,0.5497,0.4167,0.8213,0.9397,,,-0.0143,0.0162,-0.0527,0.0655,35.2365,-0.4474,-0.0234,0.7002,1.0158,1.687,0.0086,0.5535,-0.0235,0.7727,-0.0053,-0.3836,,,,0.0284,,0.041,-467.1481,1.6836,-0.1909,-60,0.0872,-0.0005,-20,1.8743,-0.0474,-22,0.1607,0.0472,2.7085,0.1575,0.0672,-0.0038,1.4288,4,0.0856,0.4511,-0.12,0.0134,17.0739,,0.1625,0.8856,0.8,3.2543,-4.3788,5.5313,-27.3292,12.5238,17.8042,42.5739,-43.6452,126.0008,-76.6639,52.7258,35.3037,87.5699,3.35,2.8369,7.63,9.11,,,,-0.0603,,,,-3.1967,0.7035,13076750883.0,12767548901.7,12930437367.4,2742.7988,2038.6958,1415.386,870.2399,,,160878681.832,,,174808034.107,,-28.5998,1.3229,48.1601,59.907,46473881.4539,79945132.4666,-3.9224,54822537475.6,2634.5328,2590.9135,2425.323,-26.6291,-4.3778,51.5608,-5.4358,-0.0976,0.0027,25.1489,,,,,,,,,,,,-0.93,-2.242,459.744,443.787,446.3405,-0.0086,-0.0063,52.5645,-0.2336,-0.2391,0.2386,-0.1523,4.1849,14.6259,6.2933,1.1528,0.9,1.53,,,0.5732,14.1717,0.9774,13.8039,14.3601,0.9685,,,,95.4031,24.8704,-0.2476,0.3424,0.0407,1.6924,9516.6281,0.889,1.1069,0.4615
8,000063.XSHE,000063,中兴通讯,XSHE,2018-08-13,14.5,14.5,14.29,15.66,14.12,15.39,263996235,3997839709.33,210997,0.0769,0.976444602,52849022994.0,64525219002.0,0.0614,-31.4347,-2.9833,1.9938,1,15.144,182.6113,1.9714,0.141,96.267,3.7396,25.6496,1.7447,0,0.0725,0.2982,1.0249,0.0,0.0045,0.7311,1.0177,1.1205,,,,1.9307,0.4004,5.0554,3.1199,0.7323,0.0379,-1.29,0.8748,-0.001,0.1587,14.4146,23.0911,14.8122,14.4882,18.9913,-5.1588,3.5806,0.2677,2.5951,-0.0192,0.0295,0.0113,0.058,0.0748,11.0836,0.2998,1.566,0.0312,0.0518,124.1337,2.9001,-0.3078,24.8903,24.6907,0.0234,1.0162,0.0799,14.074,26.6958,15.158,14.178,19.6753,-486.6002,44.2044,1.287,-0.1151,-0.077,-0.0112,16.1567,0.2689,0.0194,-0.0112,0.1072,1.4568,0.0562,0.0562,0.0521,22.3465,0.0892,2.5951,8.0455,-31.4347,0.5834,0.5,0.8213,1.0206,,,-0.0143,0.0162,-0.0527,0.0655,50.4132,-0.379,0.0491,0.7002,1.0158,1.687,0.0086,0.5537,-0.0235,0.7727,-0.0053,-0.3836,,,,0.0286,,0.0421,-257.2147,1.6836,-0.1909,-60,0.0822,-0.0008,-22,1.744,-0.0591,-24,0.1604,0.0341,2.5235,0.1468,0.0672,-0.0038,1.4288,4,0.1173,0.4558,-0.106,0.0125,17.0739,,0.213,0.9323,0.9233,9.3506,1.5305,8.5485,-21.7801,12.5205,17.7955,117.5841,-5.2051,119.4825,-69.6168,65.281,45.2961,105.2508,15.2809,-0.7737,7.17,9.11,,,,0.0201,,,,-1.9092,0.6997,13340747118.0,12874233962.2,12958274177.9,2781.3116,2451.173,1439.5445,1125.8811,,,179627327.863,,,204537434.405,,-25.953,1.642,28.3044,135.3832,59955446.071,81925397.7655,1107139.922,55561210047.1,2805.9589,2612.3825,2511.2102,-24.8124,29.593,125.7191,17.132,-0.0781,0.0901,34.7195,,,,,,,,,,,,0.31,-2.168,475.9479,450.4141,448.2931,-0.002,-0.0056,59.5033,-0.2384,-0.1618,0.4186,-0.0603,15.4521,14.1579,4.4185,1.2368,2.85,1.39,,,0.6616,14.485,0.9412,14.4761,15.196,0.9145,,,,90.8192,24.9994,-0.5071,1.0329,0.1001,1.6924,10100.7522,1.0033,1.2128,0.4167
9,000063.XSHE,000063,中兴通讯,XSHE,2018-08-14,15.39,15.39,15.48,16.48,15.22,16.3,263675315,4213296411.07,218831,0.0768,0.976444602,55973948980.0,68340550340.0,0.0591,-33.2935,-3.1597,2.1117,1,15.979,182.6113,1.9714,0.141,96.267,3.7396,25.6496,1.7447,0,0.0725,0.2982,1.0517,0.0,0.0045,0.7311,1.0177,1.1205,,,,1.966,0.401,5.1349,3.1199,0.7323,0.0389,-1.29,0.8582,-0.001,0.1587,14.7574,22.9789,14.9539,15.0922,18.9031,-5.1588,3.5806,0.2677,2.5951,-0.0181,0.0295,0.0113,0.058,0.0748,11.0836,0.2998,1.5437,0.0314,0.0518,124.1337,2.9001,-0.3078,24.9478,24.7482,0.0234,1.0162,0.0799,14.244,26.5344,15.12,14.698,19.4195,-418.4313,54.7691,1.2709,-0.1151,-0.077,-0.0112,16.1567,0.2689,0.0194,-0.0112,0.1072,1.4568,0.0562,0.0562,0.0521,22.3465,0.0892,2.7485,8.5213,-33.2935,0.6179,0.5,0.8213,1.1164,,,-0.0143,0.0162,-0.0527,0.0655,56.3319,-0.2945,0.1065,0.7002,1.0158,1.687,0.0086,0.5557,-0.0235,0.7727,-0.0053,-0.3836,,,,0.0288,,0.0432,34.152,1.6836,-0.1804,-60,0.0776,-0.0008,-24,1.646,-0.0594,-26,0.1604,0.0338,2.3588,0.1372,0.0672,-0.0038,1.4288,4,0.1497,0.3652,-0.1722,0.0124,17.0739,,0.2232,0.9557,0.9794,14.4341,7.8042,10.8994,-16.0638,12.5777,17.6623,168.4965,55.7438,121.9565,-60.3069,75.2011,55.2644,115.0745,23.4848,-4.4549,7.17,9.23,,,,0.1043,,,,-0.4222,0.6966,13604422433.0,13041044804.2,12978206268.3,2637.4616,2941.7857,1086.8316,1149.1605,,,194908780.07,,,224250061.27,,-20.0369,1.9942,89.3886,171.608,67719205.2688,62726375.4851,1966064.2286,52694283841.5,2994.2984,2622.1798,2622.4594,-19.4685,53.7961,204.5565,33.3347,-0.044,0.2134,40.7936,,,,,,,,,,,,1.7,-1.752,491.5388,459.8214,451.4769,0.0059,-0.0042,67.3804,-0.2161,-0.0636,0.582,0.0704,16.017,13.5135,3.2832,1.3126,4.09,0.92,,,0.964,14.8427,0.9106,15.3415,16.1627,0.8739,,,,85.8404,25.2143,0.3539,1.6139,0.0773,1.7925,10100.7522,1.0564,1.3471,0.4167
