,secID,ticker,secShortName,exchangeCD,tradeDate,preClosePrice,actPreClosePrice,openPrice,highestPrice,lowestPrice,closePrice,turnoverVol,turnoverValue,dealAmount,turnoverRate,accumAdjFactor,negMarketValue,marketValue,chgPct,PE_x,PE1,PB_x,isOpen,vwap,AccountsPayablesTDays,AccountsPayablesTRate,AdminiExpenseRate,ARTDays,ARTRate,ASSI,BLEV,BondsPayableToAsset,CashRateOfSales,CashToCurrentLiability,CMRA,CTOP,CTP5,CurrentAssetsRatio,CurrentAssetsTRate,CurrentRatio,DAVOL10,DAVOL20,DAVOL5,DDNBT,DDNCR,DDNSR,DebtEquityRatio,DebtsAssetRatio,DHILO,DilutedEPS,DVRAT,EBITToTOR,EGRO,EMA10,EMA120,EMA20,EMA5,EMA60,EPS,EquityFixedAssetRatio,EquityToAsset,EquityTRate,ETOP,ETP5,FinancialExpenseRate,FinancingCashGrowRate,FixAssetRatio,FixedAssetsTRate,GrossIncomeRatio,HBETA,HSIGMA,IntangibleAssetRatio,InventoryTDays,InventoryTRate,InvestCashGrowRate,LCAP,LFLO,LongDebtToAsset,LongDebtToWorkingCapital,LongTermDebtToAsset,MA10,MA120,MA20,MA5,MA60,MAWVAD,MFI,MLEV,NetAssetGrowRate,NetProfitGrowRate,NetProfitRatio,NOCFToOperatingNI,NonCurrentAssetsRatio,NPParentCompanyGrowRate,NPToTOR,OperatingExpenseRate,OperatingProfitGrowRate,OperatingProfitRatio,OperatingProfitToTOR,OperatingRevenueGrowRate,OperCashGrowRate,OperCashInToCurrentLiability,PB_y,PCF,PE_y,PS,PSY,QuickRatio,REVS10,REVS20,REVS5,ROA,ROA5,ROE,ROE5,RSI,RSTR12,RSTR24,SalesCostRatio,SaleServiceCashToOR,SUE,TaxRatio,TOBT,TotalAssetGrowRate,TotalAssetsTRate,TotalProfitCostRatio,TotalProfitGrowRate,VOL10,VOL120,VOL20,VOL240,VOL5,VOL60,WVAD,REC,DAREC,GREC,FY12P,DAREV,GREV,SFY12P,DASREV,GSREV,FEARNG,FSALESG,TA2EV,CFO2EV,ACCA,DEGM,SUOI,EARNMOM,FiftyTwoWeekHigh,Volatility,Skewness,ILLIQUIDITY,BackwardADJ,MACD,ADTM,ATR14,ATR6,BIAS10,BIAS20,BIAS5,BIAS60,BollDown,BollUp,CCI10,CCI20,CCI5,CCI88,KDJ_K,KDJ_D,KDJ_J,ROC6,ROC20,SBM,STM,UpRVI,DownRVI,RVI,SRMI,ChandeSD,ChandeSU,CMO,DBCD,ARC,OBV,OBV6,OBV20,TVMA20,TVMA6,TVSTD20,TVSTD6,VDEA,VDIFF,VEMA10,VEMA12,VEMA26,VEMA5,VMACD,VOSC,VR,VROC12,VROC6,VSTD10,VSTD20,KlingerOscillator,MoneyFlow20,AD,AD20,AD6,CoppockCurve,ASI,ChaikinOscillator,ChaikinVolatility,EMV14,EMV6,plusDI,minusDI,ADX,ADXR,Aroon,AroonDown,AroonUp,DEA,DIFF,DDI,DIZ,DIF,MTM,MTMMA,PVT,PVT6,PVT12,TRIX5,TRIX10,UOS,MA10RegressCoeff12,MA10RegressCoeff6,PLRC6,PLRC12,SwingIndex,Ulcer10,Ulcer5,Hurst,ACD6,ACD20,EMA12,EMA26,APBMA,BBI,BBIC,TEMA10,TEMA5,MA10Close,AR,BR,ARBR,CR20,MassIndex,BearPower,BullPower,Elder,NVI,PVI,RC12,RC24,JDQS20
0,601162.XSHG,601162,天风证券,XSHG,2018-10-19,1.79,1.79,2.15,2.58,2.15,2.58,2015667,5184038,2136,0.0039,0.8811052442,1336440000,13364400000,0.4413,34.2185,37.9655,1.1613,1,2.572,,,,,,24.7037,,0.2903,1.0501,,,0.0,,,,,0.0,0.0,0.0,,,,3.1217,0.671,0.1823,0.057,,,-0.2254,2.58,2.58,2.58,2.58,2.58,0.068,47.8512,0.329,0.1442,0.0297,,,-0.5039,0.0069,9.1232,0.1705,,,0.0112,,,-24.6677,23.3159,21.0133,0.0,,,2.58,2.58,2.58,2.58,2.58,,,,-0.2499,-0.4217,0.1411,6.1572,,-0.1349,0.1411,,-0.4154,0.1705,0.1705,-0.0412,2.2295,,1.1613,4.5233,34.2185,4.7497,,,,,,0.0077,,0.0368,,,,,0.8295,0,-11.077,0.0098,,-0.0542,0.0519,0.2231,-0.3835,0.0039,0.0039,0.0039,0.0039,0.0039,0.0039,,,,,,,,,,,,,19.5972,1.0815,0.0478,-0.1091,-4.3215,,,,,,1.0,0.0,,,,0.0,0.0,0.0,0.0,,,,,,,77.7778,59.2593,88.8889,,,,,,,,,,,,0.0,,2015667.0,2015667.0,2015667.0,5.184,5.184,,,0.0,0.0,2015667.0,2015667.0,2015667.0,2015667.0,0.0,0.0,,,,,,0.0,4911508.59,4.0314,2.0157,2.0157,,,0.0,,-176.103,-176.103,,,,,0.0,100.0,100.0,0.0,0.0,,,,,,0.0,0.0,0.0,,,100.0,,,,,,0.0,0.0,,,,2.58,2.58,0.0,2.58,1.0,2.58,2.58,1.0,,,,,1.0,-0.43,0.0,0.1667,,,,,
1,601162.XSHG,601162,天风证券,XSHG,2018-10-22,2.58,2.58,2.84,2.84,2.84,2.84,580358,1648217,640,0.0011,0.8811052442,1471120000,14711200000,0.1008,37.6669,41.7914,1.2783,1,2.84,,,,,,24.7037,,0.2903,1.0501,,,0.0,,,,,0.0,0.0,0.0,,,,3.1217,0.671,0.0912,0.057,,,-0.2254,2.6273,2.5843,2.6048,2.6667,2.5885,0.068,47.8512,0.329,0.1442,0.027,,,-0.5039,0.0069,9.1232,0.1705,,,0.0112,,,-24.6677,23.4119,21.1093,0.0,,,2.71,2.71,2.71,2.71,2.71,,,,-0.2499,-0.4217,0.1411,6.1572,,-0.1349,0.1411,,-0.4154,0.1705,0.1705,-0.0412,2.2295,,1.2783,4.9791,37.6669,5.2284,,,,,,0.0077,,0.0368,,,0.096,0.096,0.8295,0,-11.077,0.0098,,-0.0542,0.0519,0.2231,-0.3835,0.0025,0.0025,0.0025,0.0025,0.0025,0.0025,,,,,,,,,,,,,13.1263,0.7244,0.0478,-0.1091,-4.3215,,1.0,0.792,,14.7499,1.0,0.0332,,0.26,0.26,4.797,4.797,4.797,4.797,2.3423,3.0777,66.6667,66.6667,66.6667,66.6667,85.1852,67.9013,107.4074,,,,,,,,,,,,0.533,,3176383.0,2305846.0,2305846.0,3.4161,3.4161,2.5002,2.5002,-22899.5168,-114497.584,1541184.686,1794850.2308,1909347.8148,1218273.1111,-183196.1344,0.0,,,,1014916.727,1014916.727,0.0273,6559725.31,2.1327,2.045,2.045,,,0.0186,,-93.2781,-93.2781,100.0,0.0,100.0,,4.0,96.0,100.0,0.0041,0.0207,1.0,1.0,0.0,,,0.0585,0.0293,0.0293,0.0037,0.0006,100.0,0.13,0.13,0.26,0.26,3.5992,0.0,0.0,,,,2.62,2.5993,0.065,2.71,0.9542,2.6976,2.763,0.9542,,,,,1.8333,0.2229,0.2229,0.0,110.0775,100.0,,,
2,601162.XSHG,601162,天风证券,XSHG,2018-10-23,2.84,2.84,3.12,3.12,3.12,3.12,1999768,6239276,1847,0.0039,0.8811052442,1616160000,16161600000,0.0986,41.3805,45.9117,1.4043,1,3.12,,,,,,24.7037,,0.2903,1.0501,,,0.0,,,,,0.0,0.0,0.0,,,,3.1217,0.671,0.0,0.057,,,-0.2254,2.7169,2.5932,2.6538,2.8178,2.606,0.068,47.8512,0.329,0.1442,0.0246,,,-0.5039,0.0069,9.1232,0.1705,,,0.0112,,,-24.6677,23.5059,21.2033,0.0,,,2.8467,2.8467,2.8467,2.8467,2.8467,,,,-0.2499,-0.4217,0.1411,6.1572,,-0.1349,0.1411,,-0.4154,0.1705,0.1705,-0.0412,2.2295,,1.4043,5.47,41.3805,5.7439,,,,,,0.0077,,0.0368,,,0.19,0.19,0.8295,0,-11.077,0.0098,,-0.0542,0.0519,0.2231,-0.3835,0.003,0.003,0.003,0.003,0.003,0.003,,,,,,,,,,,,,9.6831,0.5344,0.0478,-0.1091,-4.3215,,1.0,0.5449,0.111,15.2519,1.0,0.088,,0.27,0.27,9.6006,9.6006,9.6006,9.6006,2.3065,3.3868,88.6503,88.6503,88.6503,88.6503,93.4157,80.247,119.7531,,,,,,,,,,,,1.5405,,6595561.0,3069161.6667,3069161.6667,4.3572,4.3572,2.4046,2.4046,-36253.5264,-89669.5649,1835715.3711,1826376.0414,1916045.6063,1794195.8519,-106832.077,0.0,,,,824124.7329,824124.7329,0.075,12799001.47,2.4686,2.1204,2.1204,,,0.0873,,-62.5765,-62.5765,100.0,0.0,100.0,,8.0,92.0,100.0,0.0151,0.0591,1.0,1.0,0.0,,,0.2557,0.1047,0.1047,0.0114,0.0021,100.0,0.1333,0.1333,0.27,0.27,2.9867,0.0,0.0,,,,2.6969,2.6378,0.1344,2.8467,0.9124,2.9019,3.037,0.9124,,,,,2.5476,0.431,0.431,0.0,100.0,120.6904,,,0.0
3,601162.XSHG,601162,天风证券,XSHG,2018-10-24,3.12,3.12,3.43,3.43,3.43,3.43,1638758,5620940,1715,0.0032,0.8811052442,1776740000,17767400000,0.0994,45.4921,50.4735,1.5439,1,3.43,,,,,,24.7037,,0.2903,1.0501,,,0.0,,,,,0.0,0.0,0.0,,,,3.1217,0.671,0.0,0.057,,,-0.2254,2.8465,2.607,2.7278,3.0219,2.633,0.068,47.8512,0.329,0.1442,0.0224,,,-0.5039,0.0069,9.1232,0.1705,,,0.0112,,,-24.6677,23.6006,21.298,0.0,,,2.9925,2.9925,2.9925,2.9925,2.9925,,,,-0.2499,-0.4217,0.1411,6.1572,,-0.1349,0.1411,,-0.4154,0.1705,0.1705,-0.0412,2.2295,,1.5439,6.0135,45.4921,6.3146,,,,,,0.0077,,0.0368,,,0.2848,0.2848,0.8295,0,-11.077,0.0098,,-0.0542,0.0519,0.2231,-0.3835,0.003,0.003,0.003,0.003,0.003,0.003,,,,,,,,,,,,,7.5038,0.4141,0.0478,-0.1091,-4.3215,,1.0,0.438,0.1647,15.981,1.0,0.157,,0.2833,0.2833,14.6199,14.6199,14.6199,14.6199,2.2612,3.7238,99.1274,99.1274,99.1274,99.1274,93.4157,81.3444,116.4609,,,,,,,,,,,,2.9938,,7873309.0,3860509.0,3860509.0,4.6731,4.6731,2.0625,2.0625,-48601.6324,-97994.0563,1746200.9731,1797511.7273,1895505.7836,1662158.7901,-98784.8478,0.0,,,,675011.6435,675011.6435,0.1247,18419941.41,2.597,2.1989,2.1989,,,0.1592,,-46.7457,-46.7457,100.0,0.0,100.0,,12.0,88.0,100.0,0.0347,0.1132,1.0,1.0,0.0,,,0.4185,0.1832,0.1832,0.0221,0.0047,100.0,0.1374,0.1374,0.283,0.283,3.3067,0.0,0.0,,,,2.8097,2.6965,0.2102,3.0269,0.8825,3.1752,3.3638,0.8724,,,,,3.1726,0.6352,0.6352,0.0,120.859,109.8592,,,0.0
4,601162.XSHG,601162,天风证券,XSHG,2018-10-25,3.43,3.43,3.77,3.77,3.77,3.77,4075915,15366200,4310,0.0079,0.8811052442,1952860000,19528600000,0.0991,50.0015,55.4767,1.6969,1,3.77,,,,,,24.7037,,0.2903,1.0501,,,0.0,,,,,0.0,0.0,0.0,,,,3.1217,0.671,0.0,0.057,,,-0.2254,3.0144,2.6262,2.827,3.2712,2.6702,0.068,47.8512,0.329,0.1442,0.0203,,,-0.5039,0.0069,9.1232,0.1705,,,0.0112,,,-24.6677,23.6951,21.3926,0.0,,,3.148,3.148,3.148,3.148,3.148,,,,-0.2499,-0.4217,0.1411,6.1572,,-0.1349,0.1411,,-0.4154,0.1705,0.1705,-0.0412,2.2295,,1.6969,6.6096,50.0015,6.9405,,,,,,0.0077,,0.0368,,,0.3793,0.3793,0.8295,0,-11.077,0.0098,,-0.0542,0.0519,0.2231,-0.3835,0.004,0.004,0.004,0.004,0.004,0.004,,,,,,,,,,,,,6.0183,0.3321,0.0478,-0.1091,-4.3215,,1.0,0.6159,0.2026,11.6813,1.0,0.2346,,0.2975,0.2975,19.7586,19.7586,19.7586,19.7586,2.2074,4.0886,112.7281,112.7281,112.7281,112.7281,95.6105,86.0998,115.3635,,,,,,,,,,,,4.8565,,14386381.0,5150500.4,5150500.4,6.8117,6.8117,5.1048,5.1048,-20677.7599,91017.7303,2532337.6226,2148035.3077,2057017.5774,3008334.6379,223390.9804,0.0,,,,1268490.2403,1268490.2403,0.2013,33786140.96,3.2422,2.3267,2.3267,,,0.3027,,-36.4792,-36.4792,100.0,0.0,100.0,,16.0,84.0,100.0,0.0641,0.1814,1.0,1.0,0.0,,,0.8225,0.311,0.311,0.0343,0.0084,100.0,0.1419,0.1419,0.297,0.297,3.6267,0.0,0.0,,,,2.9574,2.776,0.2926,3.221,0.8544,3.5046,3.7254,0.835,,,,,3.7282,0.8359,0.8359,0.0,109.9359,132.7183,,,0.0
5,601162.XSHG,601162,天风证券,XSHG,2018-10-26,3.77,3.77,4.15,4.15,4.15,4.15,1548920,6428018,1834,0.003,0.8811052442,2149700000,21497000000,0.1008,55.0414,61.0685,1.8679,1,4.15,,,,,,24.7037,,0.2903,1.0501,,,0.0,,,,,0.0,0.0,0.0,,,,3.1217,0.671,0.0,0.057,,,-0.2254,3.2209,2.6514,2.953,3.5642,2.7188,0.068,47.8512,0.329,0.1442,0.0185,,,-0.5039,0.0069,9.1232,0.1705,,,0.0112,,,-24.6677,23.7912,21.4886,0.0,,,3.315,3.315,3.315,3.462,3.315,,,,-0.2499,-0.4217,0.1411,6.1572,,-0.1349,0.1411,,-0.4154,0.1705,0.1705,-0.0412,2.2295,,1.8679,7.2759,55.0414,7.6401,,,,,1.6085,0.0077,,0.0368,,,0.4753,0.4753,0.8295,0,-11.077,0.0098,,-0.0542,0.0519,0.2231,-0.3835,0.0038,0.0038,0.0038,0.0038,0.0038,0.0038,,,,,,,,,,,,,4.9279,0.2719,0.0478,-0.1091,-4.3215,,1.0,0.5846,0.2469,12.3162,1.0,0.3184,,0.314,0.314,25.1885,25.1885,19.8729,25.1885,2.1415,4.4885,116.3281,116.3281,115.1272,116.3281,97.0737,89.7578,113.1687,,,,,,,,,,,,6.525,,13408306.0,6268648.0,6268648.0,6.7478,6.7478,4.5686,4.5686,-9245.6075,36483.0021,1977617.8069,2055863.7219,2019380.7198,1960308.6475,91457.2192,0.0,,,,1153752.6226,1153752.6226,0.2561,40214158.96,3.1504,2.438,2.438,,,0.3836,,-31.2527,-31.2527,100.0,0.0,100.0,,20.0,80.0,100.0,0.1039,0.2631,1.0,1.0,0.0,,,0.9786,0.4223,0.4223,0.0466,0.0132,100.0,0.1467,0.1467,0.3129,0.3129,4.0533,0.0,0.0,,2.36,,3.1409,2.8778,0.4302,3.4321,0.827,3.8853,4.1216,0.7988,,,,,4.2282,1.0422,1.0422,0.0,133.215,120.749,,,0.0
6,601162.XSHG,601162,天风证券,XSHG,2018-10-29,4.15,4.15,4.57,4.57,4.57,4.57,2237197,10223990,2675,0.0043,0.8811052442,2367260000,23672600000,0.1012,60.6119,67.2489,2.057,1,4.57,,,,,,24.7037,,0.2903,1.0501,,,0.0,,,,,0.0,0.0,0.0006,,,,3.1217,0.671,0.0,0.057,,,-0.2254,3.4662,2.6831,3.107,3.8994,2.7795,0.068,47.8512,0.329,0.1442,0.0168,,,-0.5039,0.0069,9.1232,0.1705,,,0.0112,,,-24.6677,23.8876,21.585,0.0,,,3.4943,3.4943,3.4943,3.808,3.4943,,,,-0.2499,-0.4217,0.1411,6.1572,,-0.1349,0.1411,,-0.4154,0.1705,0.1705,-0.0412,2.2295,,2.057,8.0122,60.6119,8.4133,,,,,1.6092,0.0077,,0.0368,,,0.5717,0.5717,0.8295,0,-11.077,0.0098,,-0.0542,0.0519,0.2231,-0.3835,0.0039,0.0039,0.0039,0.0039,0.0045,0.0039,,,,,,,,,,,,,4.1057,0.2266,0.0478,-0.1091,-4.3215,,1.0,0.5265,0.2871,11.8288,1.0,0.406,,0.3317,0.3464,30.7844,30.7844,20.0105,30.7844,2.0633,4.9252,123.6495,123.6495,115.0362,123.6495,98.0491,92.5216,110.7301,77.1318,,,,,,,,,,,8.0234,,16333780.0,8282134.0,7386924.4286,7.2444,7.5878,4.3726,4.6854,2252.692,48245.8902,2127202.3379,2083761.1493,2035515.2591,2205555.2094,91986.3964,0.0,,,10.9904,1057824.0842,1057824.0842,0.3133,50438149.25,3.4471,2.5498,2.6388,,22.0526,0.4538,,-26.7423,0.0,100.0,0.0,100.0,,24.0,76.0,100.0,0.1546,0.3576,1.0,1.0,0.0,,,1.205,0.6231,0.5341,0.0582,0.0188,100.0,0.1519,0.1566,0.3451,0.33,4.48,0.0,0.0,,1.99,,3.3608,3.0032,0.5566,3.6996,0.8095,4.3137,4.553,0.7646,,,,,4.6827,1.2533,1.2533,0.0,121.017,146.4265,,,0.0
7,601162.XSHG,601162,天风证券,XSHG,2018-10-30,4.57,4.57,5.03,5.03,5.03,5.03,12332852,62034246,13543,0.0238,0.8811052442,2605540000,26055400000,0.1007,66.7128,74.0179,2.264,1,5.03,,,,,,24.7037,,0.2903,1.0501,,,0.0,,,,,0.0,0.0,0.002,,,,3.1217,0.671,0.0,0.057,,,-0.2254,3.7505,2.7219,3.2902,4.2763,2.8532,0.068,47.8512,0.329,0.1442,0.0152,,,-0.5039,0.0069,9.1232,0.1705,,,0.0112,,,-24.6677,23.9835,21.6809,0.0,,,3.6863,3.6863,3.6863,4.19,3.6863,,,,-0.2499,-0.4217,0.1411,6.1572,,-0.1349,0.1411,,-0.4154,0.1705,0.1705,-0.0412,2.2295,,2.264,8.8187,66.7128,9.2602,,,,,1.6122,0.0077,,0.0368,,,0.6676,0.6676,0.8295,0,-11.077,0.0098,,-0.0542,0.0519,0.2231,-0.3835,0.0064,0.0064,0.0064,0.0064,0.0084,0.0064,,,,,,,,,,,,,3.4714,0.1916,0.0478,-0.1091,-4.3215,,1.0,1.141,0.321,6.2132,1.0,0.4954,,0.35,0.3709,36.4512,36.4512,20.0477,36.4512,1.9733,5.3992,127.5566,127.5566,114.7541,127.5566,98.6994,94.5808,108.4539,77.1127,,,,,,,,,,,9.3594,,38762287.0,12254369.0,9767238.25,14.0931,17.6521,19.7896,22.0507,174254.8363,862263.4135,5484607.9789,3660544.3571,2798280.9436,7824799.6951,1376017.1544,0.0,,,2025.0421,3777498.691,3777498.691,0.4733,112472394.81,5.7035,2.7889,3.0368,,23.36,0.8363,,-23.4395,0.0,100.0,0.0,100.0,,28.0,72.0,100.0,0.2166,0.4643,1.0,1.0,0.0,,,2.4464,1.0211,0.7732,0.0683,0.0251,100.0,0.1575,0.1677,0.3814,0.348,4.9067,0.0,0.0,,2.19,,3.6176,3.1533,0.6699,3.9919,0.7936,4.7872,5.0206,0.7329,,,,,5.0994,1.4685,1.4685,0.0,121.017,161.085,,,0.0
8,601162.XSHG,601162,天风证券,XSHG,2018-10-31,5.03,5.03,5.53,5.53,5.53,5.53,4763056,26339700,5457,0.0092,0.8811052442,2864540000,28645400000,0.0994,73.3443,81.3756,2.4891,1,5.53,,,,,,24.7037,,0.2903,1.0501,,,0.0,,,,,0.0,0.0,0.0029,,,,3.1217,0.671,0.0,0.057,,,-0.2254,4.0741,2.7683,3.5035,4.6942,2.941,0.068,47.8512,0.329,0.1442,0.0139,,,-0.5039,0.0069,9.1232,0.1705,,,0.0112,,,-24.6677,24.0783,21.7757,0.0,,,3.8911,3.8911,3.8911,4.61,3.8911,,,,-0.2499,-0.4217,0.1411,6.1572,,-0.1349,0.1411,,-0.4154,0.1705,0.1705,-0.0412,2.2295,,2.4891,9.6953,73.3443,10.1807,,,,,1.6122,0.0077,,0.0368,,,0.7624,0.7624,0.8295,0,-11.077,0.0098,,-0.0542,0.0519,0.2231,-0.3835,0.0067,0.0067,0.0067,0.0067,0.0096,0.0067,,,,,,,,,,,,,2.9723,0.164,0.0478,-0.1091,-4.3215,,1.0,1.0271,0.3491,5.7512,1.0,0.5856,,0.3688,0.398,42.1192,42.1192,19.9566,42.1192,1.8716,5.9106,131.3603,131.3603,114.4279,131.3603,99.1329,96.0982,106.503,77.2436,,,,,,,,,,,10.5369,,35955547.0,16687152.0,12147821.8889,15.4538,21.0022,18.9563,21.4897,316672.2083,886341.6962,4227331.3546,3830161.5329,2943819.8367,5122041.5745,1139338.9758,0.0,,,138.1804,3566854.574,3566854.574,0.5718,138812094.49,5.4091,3.0274,3.4809,,25.7067,1.0674,,-21.1551,0.0,100.0,0.0,100.0,,32.0,68.0,100.0,0.2897,0.5825,1.0,1.0,0.0,,,2.9199,1.4652,1.0117,0.0765,0.0319,100.0,0.1632,0.1796,0.42,0.3665,5.3333,0.0,0.0,,2.41,,3.9118,3.3293,0.7664,4.3097,0.7793,5.3037,5.5255,0.7036,,,,,5.484,1.6873,1.6873,0.0,146.2718,146.3536,,,0.0
9,601162.XSHG,601162,天风证券,XSHG,2018-11-01,5.53,5.53,6.08,6.08,6.08,6.08,2394508,14558609,3001,0.0046,0.8811052442,3149440000,31494400000,0.0995,80.639,89.469,2.7367,1,6.08,,,,,,24.7037,,0.2903,1.0501,,,0.0,,,,,0.0,0.0,0.0025,,,,3.1217,0.671,0.0,0.057,,,-0.2254,4.4388,2.8231,3.7489,5.1561,3.0439,0.068,47.8512,0.329,0.1442,0.0126,,,-0.5039,0.0069,9.1232,0.1705,,,0.0112,,,-24.6677,24.1731,21.8705,0.0,,,4.11,4.11,4.11,5.072,4.11,,,,-0.2499,-0.4217,0.1411,6.1572,,-0.1349,0.1411,,-0.4154,0.1705,0.1705,-0.0412,2.2295,,2.7367,10.6596,80.639,11.1932,,,,,1.6127,0.0077,,0.0368,,,0.8572,0.8572,0.8295,0,-11.077,0.0098,,-0.0542,0.0519,0.2231,-0.3835,0.0065,0.0065,0.0065,0.0065,0.009,0.0065,,,,,,,,,,,,,2.5664,0.1416,0.0478,-0.1091,-4.3215,,1.0,1.0049,0.3774,5.8536,1.0,0.676,,0.3889,0.4302,47.9319,47.9319,19.8738,47.9319,1.7559,6.4641,135.4956,135.4956,114.5975,135.4956,99.4219,97.2061,104.9133,77.2595,,,,1.177,0.0,100.0,-0.4634,,,,11.5743,,35981507.0,25405550.0,17209422.0,15.3643,22.4918,17.8744,20.4971,394570.1042,706161.6876,3541744.7612,3609291.7586,2903130.071,3686519.7163,623183.1668,0.0,,,46.1172,3379884.5257,3379884.5257,0.6355,153370703.13,5.412,3.7356,4.3544,,28.2667,1.1407,,-19.2423,0.0,100.0,0.0,100.0,,36.0,64.0,100.0,0.3743,0.7123,1.0,1.0,0.0,-5.25,,3.1581,1.9218,1.2263,0.0829,0.0389,100.0,0.1691,0.1923,0.4614,0.3859,5.8667,0.0,0.0,,2.65,,4.2454,3.5331,0.8436,4.6554,0.7657,5.8663,6.0755,0.676,,,,,5.8411,1.9177,1.9177,0.0,160.8275,146.3536,,,0.0
