,index,corr,g,m,total
0,"螺纹钢（Φ16-25mm,HRB400）_fixed_GR",0.913265625005838,0.7597340447486172,0.8541193006907211,0.8423729901483922
1,"线材（Φ6.5mm,HPB300）_fixed_GR",0.9610312349642645,0.9028578542373951,0.9044286062039939,0.9227725651352179
2,"普通中板（20mm,Q235）_fixed_GR",1.0,1.0,0.922122738081123,0.9740409126937077
3,"热轧普通薄板（3mm,Q235）_fixed_GR",0.9593729632827059,0.8835724315479179,0.922122738081123,0.9216893776372489
4,"无缝钢管（219*6,20#）_fixed_GR",0.987619167161877,0.931846075064676,0.9270596503453605,0.9488416308573046
5,角钢（5#）_fixed_GR,0.9679729067977279,0.918866491415752,0.817400822092212,0.901413406768564
6,电解铜（1#）_fixed_GR,0.974726759229489,0.9482441988737622,0.8940931713583833,0.9390213764872115
7,铝锭（A00）_fixed_GR,0.8888568846901836,0.7263164210244222,0.5786012824206364,0.7312581960450807
8,铅锭（1#）_fixed_GR,0.9293921466501311,0.8082775252378629,0.7688059014521611,0.8354918577800516
9,锌锭（0#）_fixed_GR,0.9857047931711465,0.9733824934166,0.814765157910851,0.9246174814995326
10,硫酸（98%）_fixed_GR,0.8270906201234717,0.5928661202806915,0.5944732314488088,0.671476657284324
11,烧碱(液碱，32%)_fixed_GR,0.6969353642618281,0.44143129094097144,0.5381730976187986,0.558846584273866
12,甲醇（优等品）_fixed_GR,0.8918143525197433,0.7144068431026267,0.8903411717468515,0.8321874557897404
13,纯苯（石油苯，工业级）_fixed_GR,0.5993099241900932,0.351796613936211,0.015160224248389254,0.3220889207915645
14,苯乙烯（一级品）_fixed_GR,0.8179778094631178,0.6342957947014489,0.6148825707539733,0.68905205830618
15,聚乙烯（LLDPE，7042）_fixed_GR,0.8793171384008647,0.7325654034258995,0.8265513442851169,0.812811295370627
16,聚丙烯（T30S）_fixed_GR,0.9335486030198805,0.8388542733228608,0.8314882565493544,0.8679637109640318
17,聚氯乙烯（SG5）_fixed_GR,0.6182524393538529,0.41127545597381276,0.14508137528746157,0.39153642353837576
18,顺丁胶（BR9000）_fixed_GR,0.5181787827017725,0.23251743747223808,0.18022824964864936,0.31030815660755334
19,涤纶长丝（FDY150D/96F）_fixed_GR,0.825273873101127,0.6102527345902264,0.4122242248560384,0.615916944182464
20,液化天然气（LNG）_fixed_GR,0.902078248646957,0.8078050721199554,0.5074994220885232,0.7391275809518119
21,液化石油气（LPG）_fixed_GR,0.89693734641542,0.731879948141859,0.5518675555681345,0.7268949500418045
22,汽油（97#）_fixed_GR,0.7408506431845254,0.5137383451239206,0.41826902792427134,0.5576193387442391
23,汽油（93#）_fixed_GR,0.8175616663748827,0.6662085641799607,0.2583560029451626,0.580708744500002
24,柴油（0#）_fixed_GR,0.9111353147946077,0.8144078179890917,0.5668427826812543,0.764128638488318
25,石蜡（58#半）_fixed_GR,0.0,0.08360080965872685,0.22499268848203036,0.1028644993802524
26,无烟煤（2号洗中块）_fixed_GR,0.8452589392512588,0.5913496211236686,0.6813585615125093,0.7059890406291456
27,普通混煤（4500大卡）_fixed_GR,0.568205288569747,0.4302782465581845,0.36884059305027317,0.45577470939273484
28,山西大混（5000大卡）_fixed_GR,0.7392067096588016,0.5232930719753206,0.0,0.42083326054470743
29,山西优混（5500大卡）_fixed_GR,0.3158973680143317,0.18060228360315111,0.06300741725893044,0.18650235629213774
30,大同混煤（5800大卡）_fixed_GR,0.3508853890119857,0.2793439300234346,0.21304059455940494,0.28108997119827506
31,焦煤（1/3焦煤）_fixed_GR,0.9368226327926827,0.8262375879521722,0.7320744949377871,0.8317115718942141
32,焦炭（二级冶金焦）_fixed_GR,0.7818572880235315,0.5353138146521164,0.09934893518172072,0.4721733459524562
33,复合硅酸盐水泥（P.C 32.5袋装）_fixed_GR,0.852255008568624,0.7518028821358551,0.6733159301236009,0.7591246069426933
34,普通硅酸盐水泥（P.O 42.5散装）_fixed_GR,0.8125524115049958,0.689012179219191,0.26030157062198933,0.5872887204487254
35,浮法平板玻璃（4.8/5mm）_fixed_GR,0.9361709423112341,0.8274714950033641,0.6813585615125093,0.8150003329423692
36,稻米（粳稻米）_fixed_GR,0.17635071692500767,0.0,0.4476086851141545,0.2079864673463874
37,小麦（国标三等）_fixed_GR,0.6406148433244094,0.37442581524817475,0.9270596503453608,0.6473667696393149
38,玉米（黄玉米二等）_fixed_GR,0.183260982160268,0.08560590225789166,0.4844806401532862,0.2511158415238153
39,棉花（皮棉，白棉三级）_fixed_GR,0.1302701908162491,0.08683339433109305,0.36217489725354945,0.19309282746696388
40,生猪（外三元）_fixed_GR,0.6439402290105067,0.5429804400907394,0.3633038796396204,0.5167415162469555
41,大豆（黄豆）_fixed_GR,0.2331753556310113,0.15502376391626216,0.5867081202791442,0.32496907994213925
42,豆粕（粗蛋白含量≥43%）_fixed_GR,0.7172848563405487,0.535816790258647,0.11878567679533236,0.4572957744648427
43,花生（油料花生米）_fixed_GR,0.5714044388988293,0.40686718448002157,0.4056101631496525,0.46129392884283443
44,尿素（小颗料）_fixed_GR,0.8661247942993004,0.6734372852270738,0.607487772327197,0.7156832839511904
45,复合肥（硫酸钾复合肥）_fixed_GR,0.5648175631319585,0.3124104065215336,0.3887102705962169,0.4219794134165697
46,农药(草甘膦，95%原药）_fixed_GR,0.985157814133168,0.9636550756602453,1.0,0.9829376299311378
47,纸浆（漂白化学浆）_fixed_GR,0.9732949901033905,0.858093424937965,1.0,0.9437961383471185
48,瓦楞纸（高强）_fixed_GR,0.9546508932904334,0.9617152325060143,0.7606910374069358,0.8923523877344612
