,0
123,0.32124668861486955
124,0.36026121268460004
125,0.5164466875924462
126,0.7368031997123418
127,0.7757029703590383
128,0.6616796181947273
129,0.45398908386559267
130,0.367285414426235
131,0.2464864788347532
132,0.09340071974472705
133,0.15440182134632416
134,0.3175605593765728
135,0.316332709021285
136,0.35853069398999904
137,0.516731202900298
138,0.7335072557927431
139,0.7791655628620924
140,0.6672331352237523
141,0.45686115593498344
142,0.368610154388909
143,0.2410077390920156
