,features,importance
48,C1SP3,0.0008212541148084555
147,SsCH3,0.0008198652936124868
266,ETA_Eta_R,0.0008151537675411327
220,maxHCsatu,0.0008064994463590219
160,SdO,0.0007677736847716465
232,maxaaN,0.0007458944351921789
337,WPATH,0.0007423626501600543
261,ETA_dBeta,0.0007282338719492394
217,maxHdsCH,0.0007061566698451722
233,maxsssN,0.0007051844949276887
22,ATSm3,0.0007040415133591422
72,SP-2,0.0007037535072222885
264,ETA_Eta,0.0006952817262814748
141,SHdsCH,0.000693848474621455
296,MDEC-14,0.0006672644362164996
327,nRotB,0.0006470332223421407
201,minsF,0.0006316433952911828
187,mindsCH,0.000631009142145802
195,minaaN,0.0006157923143390203
168,minHBint2,0.0006157435286155839
288,nAtomLC,0.0006119792222552306
21,ATSm2,0.000604619619828889
263,ETA_Beta_ns_d,0.0005986895948138245
157,SaaN,0.0005925190956389033
25,ATSp1,0.0005774645109087801
3,apol,0.0005754189055104587
154,SaaaC,0.0005745404923364332
163,SsF,0.0005731629597760732
269,ETA_Eta_L,0.0005659321833503253
30,nBase,0.0005587706363882895
179,minHdsCH,0.0005510972038591541
251,ETA_Alpha,0.0005479521516395582
285,Kier1,0.0005475309927339825
317,nFRing,0.0005454437009642193
284,HybRatio,0.0005416922711954412
39,nBondsS2,0.0005370020349979194
178,minHssNH,0.0005289289572421086
208,maxHBint4,0.0005226723268646564
5,nAromBond,0.0005207944260627788
43,nBondsM,0.0005175718574677856
293,MDEC-11,0.0005174461741739161
26,ATSp2,0.0005111544075740812
230,maxaaaC,0.0005101986854791918
137,SHBint9,0.0005031341911996486
260,ETA_BetaP_ns,0.000488322481101774
213,maxHBint9,0.00048703668812685285
96,nHBint6,0.0004848506910652315
58,SC-4,0.0004797989985348671
338,WPOL,0.0004759305891769639
100,nHBint10,0.0004722116333821575
78,VP-0,0.00046521836419772264
316,n6Ring,0.0004474955278995438
206,maxHBint2,0.00044701753562467186
279,nHBAcc2,0.00043947055981510884
169,minHBint3,0.00043467272934399496
149,SdsCH,0.0004290550227232963
40,nBondsS3,0.000423120559161972
10,nN,0.0004181358022815761
8,nH,0.00041635707300372916
333,WTPT-1,0.00041623844921279016
259,ETA_Beta_ns,0.0004153384184096205
130,SHBint2,0.000414381796587979
321,nTRing,0.0004069088675765706
113,nsssCH,0.0004040998214279604
42,nBondsD2,0.00039441846408537425
46,C2SP2,0.0003913577482472812
292,McGowan_Volume,0.00038867934178925354
332,MW,0.0003819820283351046
192,minaaaC,0.0003813462530777802
70,SP-0,0.00036902625283732806
131,SHBint3,0.00036695634428384323
38,nBondsS,0.0003465081763307257
97,nHBint7,0.00033902331713350564
207,maxHBint3,0.00032666312016976296
110,nssCH2,0.00032192722777952155
49,C2SP3,0.00032011214336555776
115,naasC,0.0003064640446559305
94,nHBint4,0.0003058611509926757
304,MDEO-22,0.00030576122805997736
71,SP-1,0.0003024140962832827
6,nAtom,0.00029795290981001024
41,nBondsD,0.00029667981224917975
258,ETA_Beta_s,0.000292447686131015
37,nBonds2,0.00028202202202997473
101,nHsOH,0.00028180827139853953
225,maxdsCH,0.0002794621017468704
121,nsOH,0.00026835257684637077
271,ETA_Eta_R_L,0.0002667711841205372
283,nHBDon_Lipinski,0.0002656123926570014
108,nHother,0.00025513778851044244
193,minssssC,0.0002458592212939674
95,nHBint5,0.0002446402461302414
216,maxHssNH,0.00024430006281681775
323,nT6Ring,0.0002442089280148093
105,nHCsats,0.000238183858395847
112,naaCH,0.0002301509356679043
12,nS,0.0002265267481665429
155,SssssC,0.00022471120407317085
104,nHaaCH,0.0002177476087868737
200,minaaO,0.000216173738850988
237,maxaaO,0.00021304972895514932
106,nHCsatu,0.00020917112308773742
90,nHBa,0.000191051019711792
221,maxHAvin,0.0001905066796131446
202,minssS,0.0001902352655591304
340,Zagreb,0.0001890984873072714
14,nX,0.0001876515102661592
183,minHAvin,0.00018534044485441907
145,SHAvin,0.00018086024689430708
4,naAromAtom,0.0001730245905352036
50,C3SP3,0.00017188929067082472
98,nHBint8,0.00016650862821282226
315,n5Ring,0.00016467930289053954
280,nHBAcc3,0.0001606038096436111
123,nssO,0.0001601072761173612
164,SssS,0.0001589673656421503
231,maxssNH,0.0001576864360459426
93,nHBint3,0.00015686810669818252
99,nHBint9,0.00015501680102601156
140,SHssNH,0.00015384245245474393
307,MDEN-33,0.00015014536863030458
109,nsCH3,0.00014839184766028327
325,nT10Ring,0.00014035118228485698
305,MDEN-22,0.00013509059732474046
89,nHBd,0.00013074340727141034
156,SssNH,0.00012084320924612202
162,SaaO,0.00012018198649922307
11,nO,0.0001185229460330643
322,nT5Ring,0.0001180760981251946
320,nFG12Ring,0.00011658214549416884
326,nTG12Ring,0.00011101620468741396
36,nBonds,0.00010659891370478262
126,nssS,0.00010368489950909593
319,nF10Ring,0.00010155633577088878
282,nHBDon,9.860786445526639e-05
331,VAdjMat,9.773605611977833e-05
314,nRing,9.15496316072541e-05
119,naaN,8.835546716990515e-05
7,nHeavyAtom,8.311580727670416e-05
111,ndsCH,7.455262524272732e-05
92,nHBint2,7.453458048600418e-05
120,nsssN,6.756703335491792e-05
122,ndO,6.493401950260548e-05
103,nHdsCH,5.617889370064795e-05
117,nssssC,5.561323080389917e-05
116,naaaC,5.367983882713567e-05
328,LipinskiFailures,4.028002868606955e-05
125,nsF,3.970734243569143e-05
102,nHssNH,2.8439943427336964e-05
118,nssNH,2.738612158596512e-05
13,nF,2.6056546412037964e-05
124,naaO,2.1776280370580366e-05
107,nHAvin,1.9212472327738843e-05
