,newsID,secID,equType,assetClass,ticker,secShortName,exchangeCD,partyID,newsPublishTime,newsInsertTime,degreeProp1St,degreeProp2St,relatedCompanyDegree,relatedCompanyScore,sentiment,sentimentScore,updateTime,newsTitle,newsSummary,newsOriginSource,newsAuthor,newsPublishSite
0,81532606,300559.XSHE,A,E,300559,佳发教育,XSHE,79764,2021-01-04 08:02:35,2021-01-04 08:02:36,0.000406883511459,0.999582707882,2,0.999786149638,-1,-0.997815998318,2021-01-04 08:02:36,佳发教育业绩下滑后频遭减持 德员泰拟减持799万股,佳发教育发布股东减持预披露公告。,,GPLP犀牛财经,搜狐财经
1,81533746,300559.XSHE,A,E,300559,佳发教育,XSHE,79764,2021-01-04 08:21:16,2021-01-04 08:21:17,0.000417455536081,0.999557077885,2,0.999765805653,-1,-0.998067821516,2021-01-04 08:21:18,佳发教育业绩下滑后频遭减持 德员泰拟减持799万股,佳发教育发布股东减持预披露公告。据预披露公告，佳发教育称，持股5%以上股东德员泰计划通过大宗交易方式减持不超过799.0605万股，即不超过公司总股本的2.00%。在2020年第三季度的业绩表现中，佳发教育的净利润出现了下滑。,GPLP犀牛财经,,新浪财经
2,81534856,300559.XSHE,A,E,300559,佳发教育,XSHE,79764,2021-01-04 08:41:55,2021-01-04 08:41:58,0.000406883511459,0.999582707882,2,0.999786149638,-1,-0.997815998318,2021-01-04 08:41:58,佳发教育业绩下滑后频遭减持 德员泰拟减持799万股,佳发教育发布股东减持预披露公告。据预披露公告，佳发教育称，持股5%以上股东德员泰计划通过大宗交易方式减持不超过799.0605万股，即不超过公司总股本的2.00%。在2020年第三季度的业绩表现中，佳发教育的净利润出现了下滑。,GPLP犀牛财经,,腾讯网
3,81620694,300559.XSHE,A,E,300559,佳发教育,XSHE,79764,2021-01-05 10:26:39,2021-01-05 10:26:40,0.99990940094,8.09136327007e-06,1,0.499962791833,0,0.0354350328445,2021-01-05 10:26:46,教育行业周随笔：教培机构收费模式简析,教培机构一般在收费时会采用一次性收取多次课程费用的做法。今年以来各地对于教育机构的资金监管落实更加严格，第三方账户监管机制逐步尝试建立。寒假期间师生健康状况要做到“一人一档”。,,,新浪财经
4,81649530,300559.XSHE,A,E,300559,佳发教育,XSHE,79764,2021-01-05 17:44:46,2021-01-05 17:44:47,0.00262898695655,0.99710804224,2,0.998422535718,1,0.76810643822,2021-01-05 17:44:48,佳发教育2020年度累计取得计算机软件著作权登记证书39项和专利证书6项,佳发教育发布公告，公司及其子公司2020年度累计取得计算机软件著作权登记证书39项和专利证书6项。,智通财经,,同花顺
5,81649629,300559.XSHE,A,E,300559,佳发教育,XSHE,79764,2021-01-05 17:45:31,2021-01-05 17:45:33,0.00221654144116,0.995905399323,2,0.997013670043,1,0.738210427761,2021-01-05 17:45:33,佳发教育(300559.SZ)及子公司2020年度累计取得计算机软件著作权登记证书39项和专利证书6项,格隆汇 1 月 5日丨佳发教育公布，公司及其子公司2020年度累计取得计算机软件著作权登记证书39项和专利证书6项。,格隆汇APP,,新浪财经
6,81649750,300559.XSHE,A,E,300559,佳发教育,XSHE,79764,2021-01-05 17:47:02,2021-01-05 17:47:03,0.00119922391605,0.996403694153,2,0.997003306111,1,0.701765498519,2021-01-05 17:47:04,佳发教育(300559.SZ)及子公司2020年度累计取得计算机软件著作权登记证书39项和专利证书6项,格隆汇 1 月 5日丨佳发教育公布，公司及其子公司2020年度累计取得计算机软件著作权登记证书39项和专利证书6项。,格隆汇,,和讯网
7,81650455,300559.XSHE,A,E,300559,佳发教育,XSHE,79764,2021-01-05 17:57:37,2021-01-05 17:57:38,0.00466548092663,0.988372147083,2,0.990704887547,1,0.764793530107,2021-01-05 17:57:46,佳发教育(300559.SZ)2020年度累计取得计算机软件著作权登记证书39项和专利证书6项,佳发教育发布公告，公司及其子公司2020年度累计取得计算机软件著作权登记证书39项和专利证书6项。,智通财经网,,金融界
8,81651634,300559.XSHE,A,E,300559,佳发教育,XSHE,79764,2021-01-05 18:14:01,2021-01-05 18:14:02,0.494325697422,0.199853733182,1,0.447016581893,0,-0.0132454961538,2021-01-05 18:14:03,大宗交易：佳发教育成交8379万元，折价12.05%（01-05）,2021年1月5日，佳发教育发生1笔大宗交易，总成交700万股，成交金额8379万元，成交价11.97元，折价12.05%。,东方财富Choice数据,财智星,东方财富网
9,81652247,300559.XSHE,A,E,300559,佳发教育,XSHE,79764,2021-01-05 18:23:02,2021-01-05 18:23:03,0.00325725949369,0.994055867195,2,0.995684496942,1,0.731651933491,2021-01-05 18:23:03,佳发教育(300559.SZ)2020年度累计取得计算机软件著作权登记证书39项和专利证书6项,佳发教育发布公告，公司及其子公司2020年度累计取得计算机软件著作权登记证书39项和专利证书6项。,智通财经,,和讯网
