,index,corr,g,m,total
0,"螺纹钢（Φ16-25mm,HRB400）_fixed_GR",0.968746485343946,0.9557717874979332,1.0,0.9748394242806264
1,"线材（Φ6.5mm,HPB300）_fixed_GR",0.971016845768194,0.9756610314865448,0.873079117280103,0.9399189981782806
2,"普通中板（20mm,Q235）_fixed_GR",0.9767033770135753,0.9664167581149805,0.7707563741993192,0.9046255031092917
3,"热轧普通薄板（3mm,Q235）_fixed_GR",0.9840498873324826,0.9984424594413388,0.8216351629208737,0.9347091698982317
4,"无缝钢管（219*6,20#）_fixed_GR",0.9913712098226286,0.9719106099166586,0.8976084577699271,0.9536300925030714
5,角钢（5#）_fixed_GR,0.9755337101850374,0.9536130055781722,1.0,0.9763822385877367
6,电解铜（1#）_fixed_GR,0.9634749714407471,0.8559161961165478,0.4559750780328492,0.7584554151967148
7,铝锭（A00）_fixed_GR,0.8877211184083587,0.7510643048297989,0.8216351629208737,0.8201401953863438
8,铅锭（1#）_fixed_GR,0.9699142901798152,0.8724215919685381,0.9227797508593477,0.9217052110025671
9,锌锭（0#）_fixed_GR,0.9859663719789449,0.9549879301533231,0.9227797508593477,0.9545780176638718
10,硫酸（98%）_fixed_GR,0.6328913789252362,0.3980406414636428,0.09245070409087108,0.37446090815991667
11,烧碱(液碱，32%)_fixed_GR,0.9865357467061948,0.949523627921047,0.8504547636428635,0.9288380460900352
12,甲醇（优等品）_fixed_GR,0.9818788830917364,0.9170279170148923,0.643270325841747,0.8473923753161253
13,纯苯（石油苯，工业级）_fixed_GR,0.9684238690796798,0.8986128992224456,0.7561864112383324,0.874407726513486
14,苯乙烯（一级品）_fixed_GR,0.9403464238161172,0.8593993064056094,0.47945998208435514,0.7597352374353606
15,聚乙烯（LLDPE，7042）_fixed_GR,0.9524061517496154,0.8708469369514871,0.8200398670717092,0.8810976519242706
16,聚丙烯（T30S）_fixed_GR,0.9483986773839399,0.8360505449456024,0.7561864112383324,0.8468785445226249
17,聚氯乙烯（SG5）_fixed_GR,0.927507528219391,0.8914072238184694,0.812413429030001,0.8771093936892872
18,顺丁胶（BR9000）_fixed_GR,0.9849219435439569,0.9885436994767074,1.0,0.9911552143402215
19,涤纶长丝（FDY150D/96F）_fixed_GR,0.9401395300700863,0.8424775782315648,0.7154469028319644,0.8326880037112052
20,液化天然气（LNG）_fixed_GR,0.5122220407160676,0.46487469372547063,0.31054136253395537,0.42921269899183123
21,液化石油气（LPG）_fixed_GR,0.9373862664239716,0.8957562222755973,0.7415952769286097,0.8582459218760595
22,汽油（97#）_fixed_GR,0.8170546416064102,0.5935566957793912,0.357470274382114,0.5893605372559718
23,汽油（93#）_fixed_GR,0.9104998520556866,0.7859377835535317,0.4885466300125153,0.7283280885405778
24,柴油（0#）_fixed_GR,0.9645096124167929,0.9176572973547625,0.6512451054410217,0.8444706717375258
25,石蜡（58#半）_fixed_GR,0.4716178229335493,0.3857136321483512,0.0,0.28577715169396684
26,无烟煤（2号洗中块）_fixed_GR,0.8495240882067268,0.5682993662541398,0.8949866560290601,0.7709367034966422
27,普通混煤（4500大卡）_fixed_GR,0.9890998128679911,0.9380628570642602,0.9227797508593477,0.949980806930533
28,山西大混（5000大卡）_fixed_GR,0.9880596420167034,0.9290263239615515,0.9227797508593477,0.9466219056125342
29,山西优混（5500大卡）_fixed_GR,0.9832268211513966,0.9122492838301881,0.9227797508593477,0.9394186186136442
30,大同混煤（5800大卡）_fixed_GR,0.9933288728292946,0.9714259090770427,0.9227797508593477,0.962511510921895
31,焦煤（1/3焦煤）_fixed_GR,1.0,0.99282353486149,0.9227797508593477,0.9718677619069459
32,焦炭（二级冶金焦）_fixed_GR,0.9959918716210443,0.9701660910357581,0.9227797508593477,0.9629792378387166
33,复合硅酸盐水泥（P.C 32.5袋装）_fixed_GR,0.9954327803131402,0.9822869458213941,0.9466967683741788,0.974805498169571
34,普通硅酸盐水泥（P.O 42.5散装）_fixed_GR,0.9991837181983629,1.0000000000000002,0.8504547636428635,0.9498794939470755
35,浮法平板玻璃（4.8/5mm）_fixed_GR,0.9421519095318571,0.7571077590030015,0.9148049712600742,0.8713548799316443
36,稻米（粳稻米）_fixed_GR,0.7534932810613578,0.4915806331693775,0.7876852816773828,0.6775863986360394
37,小麦（国标三等）_fixed_GR,0.6049098669741015,0.359440075424972,0.20038961649711495,0.3882465196320628
38,玉米（黄玉米二等）_fixed_GR,0.0,0.15882199061228164,0.49563393826636026,0.21815197629288063
39,棉花（皮棉，白棉三级）_fixed_GR,0.7307166546171877,0.44382540478882615,0.4803626300563447,0.5516348964874528
40,生猪（外三元）_fixed_GR,0.2784323155248012,0.18296706910243943,0.328335334426593,0.2632449063512779
41,大豆（黄豆）_fixed_GR,0.7398427025494834,0.5074516310451542,0.7075536898027702,0.6516160077991359
42,豆粕（粗蛋白含量≥43%）_fixed_GR,0.8323875209511673,0.5399159047534796,0.6550216048723115,0.6757750101923196
43,花生（油料花生米）_fixed_GR,0.5000152430061504,0.3493457396001378,0.7691284909354034,0.5394964911805639
44,尿素（小颗料）_fixed_GR,0.8464787557518272,0.7345020404501843,0.5586686044130355,0.7132164668716823
45,复合肥（硫酸钾复合肥）_fixed_GR,0.059005641338742865,0.0,0.8006419315718908,0.2865491909702112
46,农药(草甘膦，95%原药）_fixed_GR,0.9273625393881604,0.7779069550733386,0.5971873679734231,0.7674856208116406
47,纸浆（漂白化学浆）_fixed_GR,0.8322375661290896,0.7681159282905543,0.4510245493590218,0.6837926812595553
48,瓦楞纸（高强）_fixed_GR,0.9447597842631756,0.9449289945782533,0.5342336493425842,0.8079741427280044
