,0
123,0.727
124,0.739
125,0.827
126,0.964
127,0.983
128,0.847
129,0.738
130,0.71
131,0.648
132,0.6361437666666666
133,0.6512761833333334
134,0.71692055
135,0.727
136,0.739
137,0.827
138,0.964
139,0.983
140,0.847
141,0.738
142,0.71
143,0.648
